DEPT,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DRHO,DTC
1003.5,8.5,8.742,102.637,101.882,27.95,38.745,44.566,2.331,0.385,3.177,0.124,109.505
1003.6,8.5,8.743,105.649,102.502,27.382,37.743,43.308,2.325,0.378,3.188,0.116,109.245
1003.7,8.5,8.744,107.401,102.693,27.088,37.203,42.623,2.319,0.369,3.19,0.11,108.948
1003.8,8.5,8.745,110.148,102.192,26.661,36.536,41.819,2.321,0.361,3.197,0.112,108.705
1003.9,8.5,8.744,112.03,101.548,26.191,35.878,41.059,2.321,0.355,3.186,0.118,108.618
1004.0,8.5,8.743,113.072,100.496,23.392,32.055,36.69,2.32,0.353,3.183,0.122,108.766
1004.1,8.5,8.741,111.206,98.633,22.675,31.037,35.506,2.316,0.356,3.157,0.125,109.126
1004.2,8.5,8.737,108.303,97.275,21.788,29.753,34.004,2.313,0.361,3.138,0.125,109.588
1004.3,8.5,8.721,106.585,96.479,22.102,30.127,34.405,2.309,0.366,3.088,0.121,110.034
1004.4,8.5,8.696,107.283,95.719,22.42,30.53,34.849,2.308,0.367,3.081,0.118,110.423
1004.5,8.5,8.673,109.123,95.303,25.247,34.339,39.177,2.312,0.368,3.085,0.119,110.639
1004.6,8.5,8.652,112.13,95.403,25.485,34.566,39.39,2.319,0.363,3.112,0.124,110.65
1004.7,8.5,8.633,114.891,95.333,26.318,35.54,40.423,2.326,0.357,3.114,0.13,110.463
1004.8,8.5,8.615,115.946,95.151,24.569,33.018,37.476,2.327,0.346,3.129,0.132,110.243
1004.9,8.5,8.606,114.406,95.109,23.901,31.977,36.227,2.324,0.337,3.125,0.13,109.987
1005.0,8.5,8.604,112.197,95.124,23.884,31.808,35.964,2.317,0.335,3.101,0.123,109.784
1005.1,8.5,8.604,110.331,95.267,23.453,31.112,35.119,2.308,0.341,3.078,0.114,109.641
1005.2,8.5,8.604,109.935,95.497,22.899,30.411,34.343,2.302,0.353,3.073,0.106,109.61
1005.3,8.5,8.604,110.064,95.798,23.205,30.954,35.022,2.302,0.367,3.08,0.102,109.561
1005.4,8.5,8.604,109.876,96.114,23.258,31.222,35.422,2.304,0.38,3.078,0.101,109.487
1005.5,8.5,8.604,108.805,96.525,24.077,32.462,36.896,2.309,0.392,3.073,0.1,109.382
1005.6,8.5,8.604,107.821,96.889,24.349,32.968,37.541,2.311,0.396,3.07,0.098,109.303
1005.7,8.5,8.604,107.095,97.369,24.344,32.971,37.548,2.314,0.392,3.06,0.096,109.278
1005.8,8.5,8.604,106.35,97.883,24.782,33.494,38.11,2.311,0.383,3.054,0.092,109.314
1005.9,8.5,8.604,106.129,98.418,25.634,34.595,39.338,2.306,0.372,3.053,0.088,109.312
1006.0,8.5,8.603,106.422,98.968,25.901,35.02,39.853,2.301,0.361,3.062,0.084,109.295
1006.1,8.5,8.602,106.386,99.499,25.946,35.348,40.357,2.299,0.355,3.065,0.082,109.279
1006.2,8.5,8.6,106.298,100.01,26.342,36.141,41.387,2.295,0.358,3.074,0.08,109.342
1006.3,8.5,8.599,107.86,100.569,27.13,37.606,43.255,2.295,0.366,3.081,0.082,109.43
1006.4,8.5,8.598,109.724,101.186,27.362,38.136,43.968,2.298,0.374,3.099,0.087,109.601
1006.5,8.5,8.598,110.734,101.803,26.276,36.79,42.499,2.303,0.375,3.106,0.096,109.734
1006.6,8.5,8.598,110.269,102.398,25.827,36.104,41.677,2.307,0.372,3.101,0.106,109.648
1006.7,8.5,8.598,110.011,103.079,27.016,37.611,43.34,2.312,0.367,3.083,0.113,109.221
1006.8,8.5,8.597,110.222,103.748,27.613,38.1,43.737,2.316,0.365,3.07,0.115,108.317
1006.9,8.5,8.595,110.83,104.307,29.33,40.101,45.854,2.318,0.365,3.064,0.11,106.805
1007.0,8.5,8.601,111.556,104.802,28.209,38.316,43.69,2.324,0.369,3.094,0.105,104.604
1007.1,8.5,8.633,112.553,105.203,27.137,36.647,41.683,2.338,0.368,3.156,0.104,102.133
1007.2,8.5,8.701,112.9,105.282,28.501,38.382,43.604,2.357,0.364,3.217,0.108,100.088
1007.3,8.5,8.788,111.93,105.282,38.453,51.602,58.535,2.37,0.352,3.243,0.112,99.117
1007.4,8.5,8.87,110.507,105.291,30.232,40.552,45.991,2.379,0.341,3.24,0.116,99.737
1007.5,8.5,8.936,110.149,105.455,23.423,31.331,35.49,2.375,0.331,3.218,0.115,101.954
1007.6,8.5,8.984,111.311,105.832,23.786,31.765,35.958,2.362,0.33,3.174,0.107,105.241
1007.7,8.5,9.017,113.165,106.458,26.325,35.165,39.811,2.339,0.333,3.116,0.092,108.503
1007.8,8.5,9.038,114.894,107.145,27.49,36.847,41.776,2.322,0.343,3.083,0.076,111.101
1007.9,8.5,9.06,116.325,107.999,28.22,37.948,43.084,2.311,0.352,3.078,0.063,112.846
1008.0,8.5,9.088,117.242,108.679,29.419,39.641,45.045,2.303,0.361,3.076,0.052,114.011
1008.1,8.5,9.116,117.34,108.576,29.339,39.581,45.0,2.296,0.369,3.066,0.044,114.956
1008.2,8.5,9.138,117.513,107.674,28.207,38.055,43.266,2.288,0.379,3.068,0.039,115.828
1008.3,8.5,9.151,117.088,106.458,26.892,36.226,41.16,2.281,0.394,3.072,0.038,116.714
1008.4,8.5,9.151,116.832,105.139,27.703,37.194,42.199,2.272,0.413,3.075,0.037,117.279
1008.5,8.5,9.14,115.544,104.133,29.959,40.059,45.371,2.268,0.433,3.054,0.039,117.45
1008.6,8.5,9.125,113.059,103.824,30.228,40.256,45.515,2.263,0.445,3.04,0.041,117.13
1008.7,8.5,9.117,109.533,104.234,25.067,33.223,37.487,2.262,0.45,3.007,0.044,116.632
1008.8,8.5,9.114,106.251,105.103,24.263,32.036,36.088,2.258,0.443,2.971,0.044,116.102
1008.9,8.5,9.111,103.656,105.926,28.064,36.959,41.588,2.254,0.434,2.906,0.043,115.705
1009.0,8.5,9.107,102.256,106.567,31.086,41.001,46.166,2.249,0.42,2.89,0.041,115.364
1009.1,8.5,9.103,102.304,107.072,32.0,42.381,47.805,2.245,0.412,2.898,0.04,115.096
1009.2,8.5,9.101,104.626,107.664,29.699,39.733,45.012,2.245,0.405,2.947,0.04,114.825
1009.3,8.5,9.102,106.237,108.099,29.529,39.771,45.185,2.247,0.401,2.975,0.044,114.487
1009.4,8.5,9.108,106.674,108.5,30.736,41.447,47.113,2.253,0.394,3.015,0.049,114.055
1009.5,8.5,9.125,104.657,108.625,30.716,41.057,46.494,2.26,0.388,3.038,0.056,113.495
1009.6,8.5,9.145,104.371,108.907,27.521,36.326,40.915,2.27,0.379,3.055,0.063,112.876
1009.7,8.5,9.139,102.218,109.172,25.949,33.702,37.697,2.274,0.368,3.042,0.068,112.288
1009.8,8.5,9.06,101.911,109.533,25.721,32.931,36.609,2.273,0.353,3.027,0.073,112.025
1009.9,8.5,8.928,101.405,110.256,23.882,30.344,33.624,2.264,0.343,2.998,0.075,112.11
1010.0,8.5,8.814,105.121,110.843,21.976,27.985,31.04,2.255,0.342,2.975,0.075,112.507
1010.1,8.5,8.774,106.836,111.132,21.844,28.018,31.172,2.245,0.355,2.957,0.073,112.853
1010.2,8.5,8.801,108.037,111.466,26.114,33.692,37.579,2.239,0.378,2.974,0.069,112.967
1010.3,8.5,8.828,106.945,111.183,28.731,37.236,41.612,2.239,0.404,3.011,0.067,112.575
1010.4,8.5,8.823,108.043,110.29,28.596,37.137,41.539,2.247,0.424,3.079,0.07,111.721
1010.5,8.5,8.759,107.946,108.853,27.806,36.178,40.499,2.258,0.431,3.128,0.078,110.6
1010.6,8.5,8.66,109.167,106.774,28.513,37.129,41.578,2.267,0.427,3.154,0.088,109.611
1010.7,8.5,8.574,110.448,104.267,28.582,37.338,41.868,2.274,0.417,3.137,0.096,109.189
1010.8,8.5,8.53,113.457,102.401,28.353,37.344,42.024,2.279,0.409,3.12,0.101,109.371
1010.9,8.5,8.523,115.663,100.818,29.083,38.757,43.833,2.281,0.404,3.097,0.102,110.112
1011.0,8.5,8.522,118.287,99.955,28.361,38.138,43.301,2.28,0.403,3.068,0.097,111.09
1011.1,8.5,8.526,118.081,99.919,27.524,37.245,42.401,2.278,0.406,3.043,0.091,112.079
1011.2,8.5,8.546,117.683,100.135,27.027,36.72,41.874,2.276,0.408,3.058,0.088,112.61
1011.3,8.5,8.589,115.805,100.235,27.543,37.63,43.015,2.279,0.404,3.095,0.09,112.55
1011.4,8.5,8.656,113.535,100.381,26.883,36.9,42.265,2.287,0.397,3.134,0.099,111.868
1011.5,8.5,8.739,110.227,100.618,26.395,36.5,41.94,2.3,0.385,3.16,0.113,110.828
1011.6,8.5,8.826,107.434,100.943,27.995,39.009,44.97,2.318,0.374,3.182,0.126,109.606
1011.7,8.5,8.902,105.192,101.238,29.185,40.891,47.249,2.335,0.363,3.172,0.135,108.457
1011.8,8.5,8.948,104.199,101.508,29.353,41.059,47.41,2.347,0.358,3.141,0.138,107.628
1011.9,8.5,8.967,103.367,101.648,28.833,40.101,46.192,2.347,0.357,3.095,0.134,107.259
1012.0,8.5,8.971,103.898,101.809,28.176,38.837,44.563,2.34,0.361,3.064,0.126,107.377
1012.1,8.5,8.976,105.952,102.055,27.867,38.061,43.502,2.329,0.363,3.039,0.119,107.903
1012.2,8.5,8.987,109.778,102.389,27.838,37.718,42.962,2.32,0.364,3.037,0.116,108.761
1012.3,8.5,8.999,113.778,102.739,28.324,38.217,43.452,2.311,0.362,3.052,0.113,109.833
1012.4,8.5,9.007,116.972,103.018,28.203,37.918,43.047,2.305,0.36,3.078,0.11,111.032
1012.5,8.5,9.012,118.209,103.34,27.52,36.899,41.84,2.3,0.357,3.102,0.106,112.235
1012.6,8.5,9.014,118.793,103.538,26.441,35.313,39.975,2.296,0.357,3.093,0.1,113.373
1012.7,8.5,9.006,118.221,103.79,24.621,32.8,37.089,2.291,0.357,3.055,0.094,114.339
1012.8,8.5,8.979,115.909,104.164,23.646,31.386,35.436,2.285,0.359,2.978,0.089,115.011
1012.9,8.5,8.931,113.728,104.641,23.82,31.515,35.532,2.283,0.358,2.916,0.087,115.245
1013.0,8.5,8.868,111.222,104.936,23.66,31.143,35.036,2.281,0.356,2.864,0.087,114.981
1013.1,8.5,8.798,109.738,105.115,21.688,28.441,31.945,2.281,0.352,2.857,0.088,114.194
1013.2,8.5,8.733,108.089,105.158,23.313,30.492,34.209,2.282,0.35,2.869,0.089,112.988
1013.3,8.5,8.691,107.528,105.106,28.374,37.092,41.605,2.288,0.348,2.905,0.091,111.467
1013.4,8.5,8.681,107.996,104.981,29.133,38.129,42.79,2.293,0.346,2.927,0.092,110.02
1013.5,8.5,8.698,108.741,104.942,25.888,34.079,38.34,2.301,0.344,2.942,0.092,108.895
1013.6,8.5,8.732,109.595,104.884,24.657,32.799,37.066,2.307,0.34,2.941,0.091,108.344
1013.7,8.5,8.784,109.983,104.696,23.556,31.763,36.104,2.315,0.336,2.934,0.091,108.336
1013.8,8.5,8.838,111.4,104.246,23.727,32.385,37.003,2.32,0.334,2.922,0.09,108.843
1013.9,8.5,8.876,111.526,103.927,24.267,33.456,38.393,2.324,0.335,2.925,0.09,109.556
1014.0,8.5,8.893,111.874,103.599,24.31,33.659,38.696,2.328,0.339,2.93,0.091,110.156
1014.1,8.5,8.903,110.626,103.495,24.909,34.433,39.559,2.332,0.345,2.947,0.091,110.393
1014.2,8.5,8.916,109.964,103.626,26.052,35.763,40.963,2.332,0.351,2.962,0.089,110.208
1014.3,8.5,8.937,107.329,104.051,26.432,36.016,41.123,2.329,0.354,2.969,0.084,109.651
1014.4,8.5,8.968,105.906,104.416,26.443,35.816,40.789,2.327,0.355,2.948,0.078,108.83
1014.5,8.5,9.012,105.191,104.86,25.343,34.207,38.9,2.324,0.352,2.925,0.072,108.031
1014.6,8.5,9.059,105.844,105.003,25.304,34.118,38.779,2.322,0.35,2.927,0.067,107.447
1014.7,8.5,9.095,106.047,105.127,25.454,34.39,39.124,2.319,0.347,2.943,0.063,107.188
1014.8,8.5,9.112,106.449,104.93,25.514,34.607,39.437,2.321,0.345,2.979,0.064,107.195
1014.9,8.5,9.113,106.645,104.443,25.388,34.572,39.464,2.323,0.342,3.011,0.068,107.452
1015.0,8.5,9.106,106.504,103.787,25.48,34.767,39.72,2.324,0.341,3.053,0.073,107.869
1015.1,8.5,9.093,106.444,103.21,27.123,36.964,42.209,2.324,0.34,3.054,0.077,108.335
1015.2,8.5,9.077,106.766,102.174,27.973,37.919,43.2,2.326,0.343,3.05,0.082,108.774
1015.3,8.5,9.066,107.201,100.8,28.136,37.923,43.099,2.327,0.345,3.028,0.085,109.141
1015.4,8.5,9.062,107.094,99.25,27.746,37.256,42.272,2.328,0.346,3.022,0.086,109.414
1015.5,8.5,9.062,107.444,97.011,27.472,36.909,41.888,2.332,0.342,3.01,0.088,109.519
1015.6,8.5,9.066,108.526,94.729,27.741,37.364,42.451,2.338,0.336,3.023,0.091,109.447
1015.7,8.5,9.071,109.778,92.857,28.409,38.426,43.737,2.342,0.328,3.036,0.094,109.163
1015.8,8.5,9.076,112.507,91.471,27.684,37.442,42.614,2.343,0.322,3.048,0.096,108.769
1015.9,8.5,9.067,114.792,90.645,27.643,37.241,42.315,2.34,0.321,3.032,0.098,108.313
1016.0,8.5,9.043,115.945,90.611,27.262,36.477,41.326,2.335,0.328,3.008,0.099,107.967
1016.1,8.5,9.013,115.193,90.663,26.7,35.534,40.166,2.326,0.341,2.968,0.099,107.797
1016.2,8.5,8.988,115.023,90.654,26.287,34.777,39.209,2.319,0.352,2.937,0.099,107.896
1016.3,8.5,8.972,115.395,90.599,26.43,34.792,39.142,2.311,0.36,2.929,0.099,108.204
1016.4,8.5,8.959,116.941,90.25,25.242,33.077,37.14,2.306,0.36,2.955,0.1,108.633
1016.5,8.5,8.954,118.031,89.824,23.76,31.008,34.756,2.302,0.355,2.981,0.099,109.065
1016.6,8.5,8.956,119.314,89.387,25.588,33.193,37.109,2.299,0.345,3.003,0.097,109.39
1016.7,8.5,8.959,117.746,88.897,27.125,34.992,39.026,2.296,0.336,3.03,0.094,109.512
1016.8,8.5,8.961,115.629,88.511,26.523,34.089,37.96,2.296,0.33,3.06,0.092,109.451
1016.9,8.5,8.959,112.864,88.375,25.834,33.132,36.861,2.298,0.331,3.081,0.094,109.055
1017.0,8.5,8.953,111.203,88.262,25.595,32.769,36.43,2.302,0.334,3.083,0.099,108.416
1017.1,8.5,8.944,108.964,88.147,25.889,33.095,36.769,2.308,0.339,3.089,0.108,107.488
1017.2,8.5,8.938,108.253,88.08,26.735,34.147,37.923,2.312,0.342,3.07,0.118,106.564
1017.3,8.5,8.936,108.481,87.819,27.489,35.078,38.942,2.316,0.344,3.05,0.126,105.551
1017.4,8.5,8.938,109.339,87.433,28.527,36.404,40.414,2.319,0.344,3.019,0.13,104.657
1017.5,8.5,8.946,110.485,86.631,27.896,35.853,39.924,2.322,0.344,3.036,0.132,103.56
1017.6,8.5,8.963,110.486,85.622,27.238,35.547,39.844,2.32,0.346,3.05,0.128,102.733
1017.7,8.5,8.965,112.134,84.75,28.337,37.715,42.631,2.318,0.352,3.074,0.125,101.506
1017.8,8.5,8.934,111.012,84.081,29.066,39.169,44.512,2.315,0.361,3.075,0.12,100.281
1017.9,8.5,8.887,111.506,83.406,27.619,37.435,42.646,2.312,0.368,3.076,0.117,98.584
1018.0,8.5,8.855,109.531,83.033,26.889,36.255,41.209,2.307,0.37,3.042,0.113,96.938
1018.1,8.5,8.851,110.568,82.972,25.835,34.363,38.831,2.304,0.363,2.994,0.11,95.264
1018.2,8.5,8.855,109.582,82.796,24.753,32.237,36.102,2.299,0.35,2.956,0.106,94.304
1018.3,8.5,8.838,110.746,82.58,23.787,30.448,33.847,2.294,0.335,2.95,0.101,94.274
1018.4,8.5,8.789,108.807,82.455,24.734,31.207,34.477,2.29,0.323,2.945,0.095,95.607
1018.5,8.5,8.737,108.956,82.443,25.593,31.879,35.025,2.288,0.32,2.944,0.092,98.028
1018.6,8.5,8.737,106.88,82.407,26.42,32.525,35.556,2.288,0.327,2.951,0.09,101.218
1018.7,8.5,8.813,106.856,82.419,25.231,30.851,33.627,2.292,0.341,2.948,0.09,104.402
1018.8,8.5,8.919,106.346,82.464,25.449,31.08,33.86,2.298,0.357,2.937,0.091,107.156
1018.9,8.5,9.017,107.426,82.665,26.586,32.587,35.557,2.301,0.367,2.948,0.091,109.025
1019.0,8.5,9.089,109.046,82.981,26.175,32.336,35.403,2.302,0.372,2.997,0.088,110.247
1019.1,8.5,9.141,110.35,83.403,26.058,32.463,35.67,2.306,0.369,3.051,0.086,110.552
1019.2,8.5,9.154,110.491,83.82,26.185,32.779,36.092,2.307,0.363,3.099,0.084,110.638
1019.3,8.5,9.126,109.018,84.184,25.986,32.609,35.941,2.308,0.355,3.108,0.084,110.328
1019.4,8.5,9.095,109.525,84.421,26.253,32.955,36.328,2.308,0.354,3.098,0.083,110.207
1019.5,8.5,9.093,109.855,84.637,27.328,34.28,37.777,2.305,0.355,3.06,0.082,110.047
1019.6,8.5,9.118,111.346,84.765,28.145,35.284,38.874,2.3,0.36,3.044,0.081,110.146
1019.7,8.5,9.14,110.201,85.056,28.415,35.662,39.309,2.296,0.363,3.039,0.079,110.257
1019.8,8.5,9.149,110.183,85.439,27.789,34.981,38.608,2.297,0.369,3.055,0.08,110.415
1019.9,8.5,9.15,108.65,85.913,26.649,33.684,37.241,2.299,0.373,3.063,0.081,110.49
1020.0,8.5,9.148,107.739,86.415,25.947,32.923,36.459,2.307,0.376,3.068,0.084,110.447
1020.1,8.5,9.138,108.035,86.94,24.993,31.769,35.209,2.312,0.374,3.053,0.086,110.325
1020.2,8.5,9.118,110.354,87.15,24.712,31.403,34.799,2.318,0.371,3.036,0.089,110.217
1020.3,8.5,9.099,112.373,87.226,24.38,30.872,34.16,2.315,0.365,3.011,0.088,110.2
1020.4,8.5,9.087,113.346,87.165,24.086,30.3,33.432,2.31,0.359,3.012,0.086,110.363
1020.5,8.5,9.086,113.362,86.895,23.915,29.757,32.68,2.301,0.355,3.025,0.082,110.687
1020.6,8.5,9.092,112.648,86.728,24.677,30.287,33.066,2.294,0.354,3.057,0.079,111.114
1020.7,8.5,9.117,112.364,86.725,24.793,30.067,32.657,2.29,0.357,3.079,0.076,111.54
1020.8,8.5,9.164,111.08,86.816,26.026,31.221,33.754,2.292,0.362,3.1,0.074,111.861
1020.9,8.5,9.229,108.781,86.801,26.918,32.139,34.675,2.296,0.367,3.09,0.071,112.013
1021.0,8.5,9.301,105.361,86.904,27.293,32.628,35.223,2.3,0.374,3.049,0.068,111.972
1021.1,8.5,9.363,103.331,87.138,27.104,32.704,35.445,2.305,0.382,2.995,0.064,111.801
1021.2,8.5,9.408,103.222,87.487,27.065,32.888,35.752,2.307,0.39,2.949,0.059,111.478
1021.3,8.5,9.43,104.523,87.153,26.464,32.442,35.4,2.307,0.397,2.926,0.055,111.061
1021.4,8.5,9.435,107.848,86.366,25.742,31.731,34.707,2.31,0.401,2.918,0.053,110.642
1021.5,8.5,9.432,112.702,85.047,25.262,31.294,34.301,2.313,0.403,2.94,0.052,110.359
1021.6,8.5,9.428,116.877,82.72,26.005,32.13,35.178,2.314,0.404,2.952,0.053,110.304
1021.7,8.5,9.425,117.796,80.289,25.939,31.976,34.976,2.31,0.402,2.958,0.052,110.488
1021.8,8.5,9.426,119.325,78.481,25.411,31.22,34.099,2.302,0.396,2.961,0.05,111.002
1021.9,8.5,9.43,119.405,77.253,24.803,30.347,33.088,2.294,0.39,2.978,0.047,111.693
1022.0,8.5,9.442,119.641,76.569,25.233,30.675,33.353,2.287,0.386,2.992,0.045,112.446
1022.1,8.5,9.459,118.339,76.645,26.144,31.673,34.387,2.282,0.385,3.017,0.044,113.001
1022.2,8.5,9.476,118.389,76.688,26.666,32.278,35.031,2.283,0.388,3.039,0.046,113.379
1022.3,8.5,9.471,118.767,76.794,26.833,32.475,35.243,2.288,0.393,3.052,0.049,113.49
1022.4,8.5,9.439,119.078,76.819,26.289,31.847,34.576,2.293,0.398,3.045,0.053,113.419
1022.5,8.5,9.383,118.927,76.931,26.129,31.73,34.484,2.298,0.397,3.04,0.058,113.184
1022.6,8.5,9.324,118.62,77.113,25.515,31.051,33.777,2.3,0.39,3.048,0.062,112.941
1022.7,8.5,9.269,117.119,77.168,25.609,31.204,33.962,2.3,0.38,3.061,0.065,112.684
1022.8,8.5,9.22,115.943,77.001,26.22,31.943,34.763,2.297,0.369,3.081,0.068,112.493
1022.9,8.5,9.187,115.791,76.29,26.369,32.107,34.934,2.294,0.364,3.092,0.07,112.382
1023.0,8.5,9.171,116.638,75.226,25.65,31.206,33.941,2.29,0.364,3.096,0.072,112.451
1023.1,8.5,9.171,116.592,74.208,24.7,30.024,32.643,2.286,0.374,3.085,0.073,112.605
1023.2,8.5,9.176,116.25,73.297,23.736,28.818,31.316,2.283,0.39,3.086,0.075,112.789
1023.3,8.5,9.181,114.33,72.534,23.734,28.795,31.282,2.284,0.405,3.072,0.077,112.85
1023.4,8.5,9.183,113.95,72.346,24.882,30.114,32.681,2.286,0.411,3.068,0.079,112.752
1023.5,8.5,9.179,111.929,72.443,25.095,30.299,32.847,2.287,0.41,3.055,0.081,112.448
1023.6,8.5,9.155,111.844,72.415,25.167,30.418,32.991,2.29,0.401,3.042,0.084,112.077
1023.7,8.5,9.115,111.48,72.376,25.395,30.94,33.673,2.292,0.39,3.032,0.087,111.803
1023.8,8.5,9.078,111.932,72.443,25.826,31.817,34.792,2.294,0.382,3.04,0.091,111.756
1023.9,8.5,9.061,110.12,72.54,25.438,31.725,34.874,2.294,0.381,3.065,0.095,111.914
1024.0,8.5,9.062,109.03,72.686,25.325,31.874,35.177,2.295,0.385,3.087,0.1,112.19
1024.1,8.5,9.065,108.331,72.774,25.274,31.936,35.304,2.293,0.391,3.102,0.103,112.443
1024.2,8.5,9.077,110.597,72.871,25.32,31.859,35.156,2.29,0.397,3.093,0.103,112.576
1024.3,8.5,9.093,112.581,72.953,25.535,31.883,35.065,2.284,0.404,3.077,0.1,112.53
1024.4,8.5,9.108,114.525,73.02,24.949,30.942,33.933,2.277,0.41,3.053,0.095,112.373
1024.5,8.5,9.115,115.253,72.923,24.314,29.947,32.744,2.274,0.411,3.053,0.091,112.203
1024.6,8.5,9.116,114.441,72.659,24.032,29.478,32.174,2.274,0.411,3.059,0.09,112.172
1024.7,8.5,9.116,113.534,72.352,24.011,29.403,32.069,2.281,0.407,3.079,0.092,112.331
1024.8,8.5,9.123,113.374,71.89,24.178,29.628,32.325,2.288,0.403,3.1,0.095,112.677
1024.9,8.5,9.142,114.216,71.495,25.143,30.743,33.509,2.293,0.397,3.107,0.098,113.095
1025.0,8.5,9.171,114.238,71.24,25.494,31.15,33.943,2.294,0.393,3.113,0.1,113.488
1025.1,8.5,9.21,114.457,71.133,25.373,30.961,33.718,2.293,0.389,3.095,0.103,113.699
1025.2,8.5,9.254,113.117,71.191,24.5,29.84,32.471,2.291,0.385,3.086,0.106,113.648
1025.3,8.5,9.293,111.645,71.388,24.204,29.358,31.891,2.291,0.383,3.057,0.111,113.307
1025.4,8.5,9.313,109.448,71.686,24.021,29.091,31.579,2.288,0.386,3.047,0.113,112.781
1025.5,8.5,9.313,109.408,72.033,24.874,30.137,32.721,2.283,0.393,3.028,0.112,112.183
1025.6,8.5,9.303,112.4,72.303,24.786,30.038,32.616,2.277,0.402,3.029,0.107,111.693
1025.7,8.5,9.294,115.56,72.3,24.785,30.008,32.571,2.273,0.408,3.026,0.102,111.41
1025.8,8.5,9.289,118.857,72.264,24.314,29.398,31.89,2.272,0.408,3.045,0.098,111.461
1025.9,8.5,9.292,119.601,72.102,23.648,28.531,30.921,2.275,0.401,3.067,0.097,111.863
1026.0,8.5,9.309,120.954,71.893,24.183,29.104,31.508,2.28,0.395,3.091,0.098,112.59
1026.1,8.5,9.349,121.011,71.744,23.442,28.143,30.436,2.283,0.391,3.11,0.099,113.441
1026.2,8.5,9.42,122.89,71.735,24.446,29.324,31.702,2.279,0.392,3.119,0.098,114.228
1026.3,8.5,9.524,123.416,71.786,24.565,29.485,31.884,2.275,0.392,3.119,0.097,114.75
1026.4,8.5,9.651,124.18,71.802,24.521,29.486,31.91,2.277,0.392,3.106,0.098,114.908
1026.5,8.5,9.788,123.554,71.729,24.099,29.042,31.459,2.283,0.386,3.067,0.1,114.632
1026.6,8.5,9.903,122.473,71.656,24.067,29.077,31.531,2.289,0.38,3.019,0.1,114.041
1026.7,8.5,9.976,121.376,71.738,24.181,29.263,31.756,2.293,0.376,2.971,0.096,113.313
1026.8,8.5,10.004,121.354,71.759,24.06,29.137,31.628,2.291,0.38,2.926,0.087,112.676
1026.9,8.5,10.008,123.914,71.559,24.389,29.536,32.062,2.283,0.387,2.905,0.075,112.245
1027.0,8.5,10.007,126.693,71.249,24.787,30.0,32.558,2.274,0.399,2.892,0.064,112.108
1027.1,8.5,10.006,127.432,71.024,25.25,30.554,33.155,2.268,0.408,2.909,0.057,112.248
1027.2,8.5,10.007,126.181,70.705,24.682,29.863,32.405,2.268,0.416,2.912,0.054,112.639
1027.3,8.5,10.007,122.962,70.255,24.211,29.322,31.83,2.268,0.418,2.934,0.053,113.208
1027.4,8.5,10.008,119.986,70.03,24.344,29.491,32.018,2.267,0.419,2.934,0.054,113.872
1027.5,8.5,10.008,116.349,69.972,25.102,30.407,33.011,2.262,0.415,2.945,0.055,114.558
1027.6,8.5,10.0,114.712,69.881,25.137,30.387,32.96,2.258,0.409,2.938,0.06,115.16
1027.7,8.5,9.975,112.544,69.769,25.078,30.217,32.73,2.253,0.401,2.948,0.067,115.622
1027.8,8.5,9.937,111.72,69.55,25.056,30.044,32.475,2.25,0.396,2.956,0.074,115.837
1027.9,8.5,9.907,110.585,69.277,25.648,30.588,32.986,2.248,0.392,2.966,0.081,115.815
1028.0,8.5,9.875,110.834,69.03,25.92,30.763,33.107,2.25,0.391,2.98,0.084,115.576
1028.1,8.5,9.845,111.554,68.93,25.768,30.48,32.755,2.251,0.391,3.005,0.084,115.217
1028.2,8.5,9.82,113.796,68.824,25.168,29.749,31.959,2.253,0.393,3.028,0.083,114.79
1028.3,8.5,9.819,116.613,68.991,24.822,29.379,31.579,2.256,0.396,3.028,0.081,114.321
1028.4,8.5,9.835,117.515,69.295,24.283,28.845,31.054,2.26,0.399,3.013,0.082,113.885
1028.5,8.5,9.848,118.317,69.599,23.343,27.857,30.049,2.261,0.401,2.986,0.082,113.532
1028.6,8.5,9.854,117.851,69.65,23.319,27.949,30.206,2.262,0.406,2.974,0.083,113.37
1028.7,8.5,9.854,118.203,69.565,23.235,27.885,30.153,2.263,0.406,2.959,0.084,113.398
1028.8,8.5,9.852,118.932,69.459,23.104,27.673,29.898,2.262,0.405,2.971,0.083,113.623
1028.9,8.5,9.844,121.139,69.24,23.141,27.591,29.751,2.262,0.4,2.995,0.082,113.946
1029.0,8.5,9.822,123.456,69.076,23.141,27.439,29.517,2.264,0.397,3.047,0.083,114.29
1029.1,8.5,9.786,124.512,69.021,23.671,27.924,29.973,2.27,0.391,3.075,0.086,114.557
1029.2,8.5,9.763,124.009,69.085,24.283,28.541,30.587,2.273,0.384,3.107,0.089,114.72
1029.3,8.5,9.772,122.862,69.307,24.357,28.604,30.643,2.277,0.376,3.106,0.092,114.831
1029.4,8.5,9.811,122.32,69.492,24.257,28.521,30.571,2.28,0.374,3.114,0.094,114.896
1029.5,8.5,9.851,122.122,69.553,23.85,28.138,30.204,2.282,0.377,3.092,0.094,114.961
1029.6,8.5,9.875,123.093,69.602,23.944,28.385,30.531,2.279,0.385,3.082,0.093,114.994
1029.7,8.5,9.884,122.692,69.599,23.645,28.192,30.399,2.276,0.398,3.058,0.091,115.036
