DEPTH,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DRHO,DTC
697.23,8.5,8.642,71.266,-32.967,6.026,11.639,34.114,2.176,0.352,2.338,-0.008,118.731
697.382,8.5,8.673,69.811,-34.344,5.462,11.038,32.472,2.177,0.341,2.358,-0.009,118.889
697.535,8.5,8.727,67.185,-35.229,4.888,10.723,29.943,2.175,0.333,2.373,-0.011,118.99
697.687,8.5,8.75,63.842,-36.162,4.649,11.508,29.51,2.176,0.342,2.36,-0.01,118.934
697.84,8.5,8.804,66.752,-37.404,4.659,13.201,30.94,2.178,0.339,2.342,-0.01,118.715
697.992,8.5,8.912,71.885,-39.172,4.751,14.253,31.84,2.179,0.348,2.337,-0.01,118.594
698.144,8.5,9.028,77.495,-41.233,4.7,14.163,31.302,2.175,0.331,2.349,-0.01,118.961
698.297,8.5,9.028,75.682,-43.554,4.167,11.455,25.377,2.173,0.344,2.364,-0.008,119.088
698.449,8.5,9.159,76.861,-46.067,3.592,8.226,17.949,2.17,0.338,2.393,-0.007,119.62
698.602,8.5,9.297,76.384,-49.707,3.209,6.421,13.716,2.177,0.337,2.395,-0.005,119.84
698.754,8.5,9.421,78.532,-53.842,2.923,5.617,11.796,2.175,0.345,2.425,-0.005,120.258
698.906,8.5,9.479,76.637,-58.567,3.211,6.66,13.622,2.174,0.318,2.418,-0.005,121.697
699.059,8.5,9.363,71.027,-64.721,4.413,10.847,21.536,2.166,0.312,2.415,-0.006,122.017
699.211,8.5,9.282,68.453,-71.879,6.181,19.31,40.906,2.166,0.294,2.393,-0.006,121.963
699.364,8.5,9.313,66.782,-78.783,6.014,18.439,41.927,2.169,0.303,2.389,-0.006,121.855
699.516,8.5,9.374,72.631,-87.133,5.271,15.081,34.129,2.168,0.308,2.416,-0.006,121.091
699.668,8.5,9.351,74.488,-99.075,5.314,14.379,32.538,2.169,0.315,2.436,-0.006,121.107
699.821,8.5,9.321,74.362,-116.188,5.672,14.956,38.577,2.168,0.298,2.475,-0.007,120.862
699.973,8.5,9.166,71.377,-103.004,4.75,12.119,35.045,2.172,0.306,2.504,-0.008,121.07
700.126,8.5,9.028,75.675,-44.983,4.017,10.158,30.934,2.172,0.301,2.543,-0.007,121.287
700.278,8.5,8.866,76.16,-15.25,3.947,10.184,30.212,2.171,0.326,2.565,-0.003,121.024
700.43,8.5,8.85,75.086,-15.629,3.826,10.048,27.686,2.175,0.311,2.556,-0.003,120.472
700.583,8.5,8.781,70.945,-15.975,3.212,8.526,21.216,2.189,0.33,2.523,-0.002,119.234
700.735,8.5,8.704,70.109,-15.738,2.763,7.702,17.589,2.205,0.311,2.478,-0.005,118.857
700.888,8.5,8.665,70.109,-15.271,3.057,9.475,20.428,2.205,0.313,2.458,-0.004,119.338
701.04,8.5,8.581,69.595,-15.219,3.331,11.327,24.244,2.193,0.314,2.436,-0.005,120.289
701.192,8.5,8.588,71.4,-17.108,3.65,13.755,29.987,2.182,0.315,2.424,-0.006,121.272
701.345,8.5,8.646,74.265,-18.658,3.311,12.148,27.412,2.184,0.314,2.4,-0.007,121.036
701.497,8.5,8.669,71.877,-19.458,3.32,11.577,26.948,2.188,0.306,2.407,-0.006,120.787
701.65,8.5,8.565,73.414,-18.346,3.545,11.699,27.925,2.177,0.303,2.413,-0.005,120.58
701.802,8.5,8.534,74.064,-18.684,3.349,10.573,26.104,2.161,0.332,2.418,-0.004,120.68
701.954,8.5,8.65,76.212,-20.163,3.5,11.758,31.019,2.153,0.359,2.423,-0.004,121.176
702.107,8.5,8.658,72.034,-22.362,3.921,14.159,38.049,2.165,0.364,2.436,-0.005,120.871
702.259,8.5,8.739,68.878,-24.712,3.752,13.981,34.312,2.177,0.327,2.476,-0.007,120.79
702.412,8.5,8.866,71.743,-27.645,3.567,13.226,29.823,2.19,0.313,2.51,-0.007,120.29
702.564,8.5,9.066,76.279,-31.042,3.479,12.991,28.676,2.196,0.296,2.542,-0.008,119.568
702.716,8.5,9.282,79.211,-33.612,3.458,13.015,29.153,2.199,0.303,2.568,-0.008,118.695
702.869,8.5,9.328,79.57,-36.713,3.282,12.16,26.651,2.201,0.297,2.592,-0.009,118.165
703.021,8.5,9.328,81.599,-41.531,3.311,12.302,26.958,2.201,0.308,2.635,-0.009,118.404
703.174,8.5,9.39,79.98,-47.825,3.414,12.809,28.605,2.205,0.308,2.671,-0.009,118.287
703.326,8.5,9.444,79.145,-52.567,3.375,13.337,30.473,2.21,0.321,2.694,-0.008,118.6
703.478,8.5,9.351,77.234,-37.113,3.563,14.276,33.714,2.212,0.29,2.685,-0.009,118.875
703.631,8.5,9.22,78.07,-15.175,3.915,15.449,36.883,2.215,0.295,2.647,-0.009,118.741
703.783,8.5,9.174,80.935,-15.875,4.079,16.146,38.582,2.212,0.298,2.633,-0.011,118.351
703.936,8.5,9.282,82.726,-18.054,3.591,13.334,30.136,2.217,0.316,2.605,-0.011,118.231
704.088,8.5,9.294,82.837,-19.975,3.82,13.508,29.224,2.218,0.338,2.601,-0.012,117.437
704.24,8.5,9.359,80.45,-20.621,3.925,14.116,30.511,2.216,0.32,2.594,-0.011,116.693
704.393,8.5,9.321,80.808,-19.517,3.645,13.363,28.679,2.215,0.309,2.589,-0.009,116.732
704.545,8.5,9.374,82.845,-19.283,3.463,12.839,26.87,2.218,0.302,2.564,-0.006,116.638
704.698,8.5,9.236,80.816,-20.212,3.482,13.249,27.439,2.227,0.317,2.506,-0.003,116.192
704.85,8.5,8.951,79.145,-20.467,3.312,12.502,25.55,2.232,0.312,2.469,-0.002,116.758
705.002,8.5,8.773,79.57,-20.727,3.209,12.83,26.189,2.231,0.324,2.461,-0.002,117.579
705.155,8.5,8.696,79.689,-21.267,3.498,14.811,30.61,2.221,0.304,2.471,-0.003,117.142
705.307,8.5,8.612,79.689,-21.617,3.443,14.948,30.269,2.217,0.299,2.441,-0.002,117.456
705.46,8.5,8.623,80.696,-22.188,3.053,13.363,25.424,2.214,0.307,2.409,-0.001,117.463
705.612,8.5,8.65,77.697,-23.586,3.169,13.662,25.258,2.216,0.323,2.381,0.0,117.195
705.764,8.5,8.75,77.936,-24.987,3.587,15.134,28.055,2.215,0.339,2.374,0.0,117.384
705.917,8.5,8.854,75.309,-26.942,3.73,15.206,28.273,2.217,0.345,2.349,-0.001,116.898
706.069,8.5,8.935,78.786,-29.396,3.829,15.069,28.716,2.218,0.343,2.335,0.0,117.219
706.222,8.5,8.889,73.534,-32.914,4.164,14.735,29.787,2.214,0.344,2.336,0.0,117.907
706.374,8.5,8.989,77.167,-37.05,4.551,14.449,30.101,2.205,0.315,2.35,-0.001,118.372
706.526,8.5,9.062,75.615,-42.675,4.829,13.453,28.485,2.192,0.325,2.343,-0.002,119.059
706.679,8.5,8.947,75.377,-48.922,5.904,15.272,32.904,2.175,0.319,2.347,-0.005,119.571
706.831,8.5,8.958,68.759,-56.338,9.274,22.478,54.518,2.163,0.309,2.372,-0.006,108.288
706.984,8.5,9.074,69.856,-66.067,7.727,17.258,44.612,2.188,0.262,2.453,-0.003,94.283
707.136,8.5,9.213,63.768,-67.675,5.963,13.296,36.309,2.283,0.217,2.612,0.0,78.237
707.288,8.5,8.924,61.738,-42.463,14.799,39.327,99.613,2.412,0.169,2.816,0.006,64.668
707.441,8.5,8.581,58.135,-18.262,35.236,94.621,166.697,2.477,0.159,2.937,0.004,74.47
707.593,8.5,8.612,63.849,-18.296,11.914,34.582,66.418,2.426,0.188,2.878,0.002,86.67
707.746,8.5,8.642,65.163,-20.837,6.399,19.379,37.359,2.312,0.259,2.655,-0.006,103.027
707.898,8.5,8.766,69.102,-21.608,5.676,15.751,29.792,2.226,0.298,2.445,-0.007,117.145
708.05,8.5,8.947,72.34,-22.671,4.785,11.565,20.93,2.196,0.296,2.325,-0.006,117.894
708.203,8.5,9.097,74.489,-23.656,3.776,7.964,14.039,2.197,0.288,2.306,-0.003,118.074
708.355,8.5,9.213,77.622,-23.721,3.437,6.777,11.998,2.21,0.287,2.309,-0.002,117.484
708.508,8.5,9.274,75.474,-24.846,3.731,8.616,15.218,2.218,0.286,2.321,-0.003,117.973
708.66,8.5,9.097,73.922,-25.992,3.806,11.986,20.8,2.216,0.294,2.342,-0.005,119.169
708.812,8.5,9.19,72.221,-26.863,3.846,15.542,27.003,2.201,0.316,2.385,-0.007,119.134
708.965,8.5,9.19,74.25,-28.008,3.986,17.564,31.228,2.192,0.332,2.403,-0.006,119.245
709.117,8.5,9.19,75.563,-28.325,3.787,15.755,29.11,2.188,0.33,2.43,-0.006,119.247
709.27,8.5,9.02,75.802,-28.642,3.465,13.209,24.893,2.2,0.313,2.432,-0.005,118.677
709.422,8.5,8.866,81.077,-30.533,3.586,12.866,25.39,2.207,0.319,2.458,-0.005,119.131
709.574,8.5,8.97,82.39,-32.588,3.783,13.491,28.098,2.214,0.337,2.477,-0.004,118.929
709.727,8.5,9.085,80.838,-34.84,3.814,13.758,29.353,2.215,0.348,2.49,-0.004,119.282
709.879,8.5,9.259,75.802,-38.783,3.85,14.79,31.606,2.215,0.328,2.488,-0.002,119.803
710.032,8.5,9.082,74.728,-40.946,4.288,17.235,36.907,2.209,0.317,2.468,0.0,119.374
710.184,8.5,9.178,76.063,-26.592,4.527,17.224,35.705,2.199,0.324,2.464,-0.001,118.922
710.336,8.5,9.016,80.122,-24.154,3.874,12.873,25.037,2.203,0.339,2.441,-0.002,117.991
710.489,8.5,8.889,79.763,-24.513,3.618,11.568,22.019,2.211,0.331,2.436,-0.004,117.44
710.641,8.5,8.812,80.099,-26.563,3.844,13.022,25.627,2.215,0.319,2.428,-0.004,117.407
710.794,8.5,8.874,77.712,-29.71,3.484,12.512,25.196,2.213,0.305,2.438,-0.004,117.096
710.946,8.5,8.912,84.994,-33.237,3.003,10.722,21.337,2.215,0.314,2.463,-0.004,116.578
711.098,8.5,8.866,87.978,-36.308,3.133,11.314,22.578,2.235,0.308,2.477,-0.002,115.205
711.251,8.5,8.739,89.504,-40.205,3.505,13.475,27.37,2.252,0.308,2.508,-0.002,114.029
711.403,8.5,8.758,88.788,-44.183,3.284,13.479,28.018,2.27,0.3,2.505,0.0,112.902
711.556,8.5,8.758,89.896,-48.969,3.011,13.008,27.867,2.279,0.317,2.511,0.0,112.081
711.708,8.5,8.704,92.583,-54.017,3.076,13.24,28.668,2.29,0.323,2.522,0.002,111.598
711.86,8.5,8.635,95.686,-60.103,3.268,13.236,27.709,2.297,0.323,2.582,0.001,110.419
712.013,8.5,8.658,96.837,-66.075,3.333,12.691,25.899,2.3,0.311,2.678,-0.002,109.615
712.165,8.5,8.681,99.31,-61.775,3.396,12.47,25.502,2.308,0.305,2.728,-0.003,109.393
712.318,8.5,8.658,102.234,-54.5,3.398,11.95,24.655,2.321,0.294,2.723,-0.002,108.963
712.47,8.5,8.658,104.392,-54.125,3.46,12.145,25.131,2.335,0.286,2.696,0.0,108.732
712.622,8.5,8.704,110.232,-56.362,3.593,12.357,25.374,2.343,0.28,2.712,0.002,109.011
712.775,8.5,8.704,106.592,-61.339,3.625,11.847,23.972,2.346,0.295,2.715,0.002,108.722
712.927,8.5,8.704,110.446,-68.646,3.659,11.831,23.763,2.342,0.292,2.736,0.001,109.235
713.08,8.5,8.704,106.754,-70.696,3.636,11.833,23.734,2.332,0.287,2.752,-0.002,109.245
713.232,8.5,8.658,108.604,-44.963,3.629,12.128,24.668,2.322,0.279,2.798,-0.005,109.027
713.384,8.5,8.681,105.662,-38.246,3.754,12.56,25.532,2.323,0.305,2.795,-0.004,109.149
713.537,8.5,8.619,104.468,-41.246,3.737,11.966,23.77,2.323,0.317,2.789,-0.002,108.936
713.689,8.5,8.588,106.387,-44.946,3.715,11.338,22.05,2.321,0.309,2.782,0.001,109.321
713.842,8.5,8.635,102.968,-49.883,3.679,11.224,21.896,2.31,0.287,2.794,0.002,109.695
713.994,8.5,8.646,104.272,-54.719,3.509,10.849,21.359,2.305,0.281,2.801,0.004,109.877
714.146,8.5,8.612,102.533,-56.283,3.498,10.808,21.256,2.308,0.295,2.776,0.004,109.77
714.299,8.5,8.635,107.487,-55.286,3.571,10.998,21.543,2.317,0.301,2.747,0.004,109.48
714.451,8.5,8.65,109.533,-51.821,3.524,10.896,21.183,2.324,0.3,2.713,0.003,109.039
714.604,8.5,8.658,111.682,-49.938,3.406,10.49,20.139,2.33,0.275,2.721,0.004,108.943
714.756,8.5,8.658,113.6,-44.858,3.296,10.126,19.426,2.333,0.299,2.748,0.006,108.751
714.908,8.5,8.692,108.698,-41.272,3.26,10.005,19.184,2.334,0.291,2.774,0.008,108.765
715.061,8.5,8.704,106.242,-42.471,3.307,10.031,19.11,2.328,0.327,2.762,0.006,108.877
715.213,8.5,8.75,101.041,-45.482,3.282,10.02,19.042,2.325,0.311,2.734,0.004,108.507
715.366,8.5,8.82,102.874,-53.5,3.314,10.34,19.869,2.323,0.316,2.721,0.001,108.632
715.518,8.5,8.866,103.659,-61.701,3.36,10.806,21.044,2.325,0.312,2.734,0.0,108.861
715.67,8.5,8.897,104.895,-70.537,3.376,11.06,21.807,2.324,0.317,2.766,-0.002,108.834
715.823,8.5,8.958,110.343,-82.33,3.448,11.148,21.938,2.315,0.31,2.817,-0.004,109.608
715.975,8.5,8.966,114.291,-89.883,3.555,10.609,20.293,2.305,0.309,2.851,-0.005,110.416
716.128,8.5,9.035,114.248,-64.83,3.436,9.55,17.814,2.301,0.321,2.851,-0.005,110.288
716.28,8.5,9.166,109.184,-46.842,3.497,9.264,17.085,2.312,0.314,2.84,0.0,110.665
716.432,8.5,9.178,106.787,-38.978,3.722,9.998,18.621,2.32,0.317,2.865,0.004,111.314
716.585,8.5,9.19,113.225,-45.846,3.767,10.511,19.876,2.321,0.313,2.925,0.007,111.455
716.737,8.5,8.947,114.709,-50.223,3.741,10.633,20.18,2.31,0.337,2.969,0.007,112.703
716.89,8.5,8.866,118.256,-47.063,3.696,10.469,19.813,2.312,0.352,2.989,0.013,112.827
717.042,8.5,8.943,113.14,-46.912,3.534,10.028,19.032,2.321,0.335,2.995,0.023,112.437
717.194,8.5,8.97,111.946,-48.304,3.438,9.711,18.326,2.332,0.33,2.994,0.033,111.694
717.347,8.5,9.005,105.679,-52.313,3.43,9.679,18.333,2.331,0.306,2.976,0.034,111.275
717.499,8.5,9.143,108.775,-56.354,3.358,9.741,18.609,2.33,0.328,2.956,0.034,111.054
717.652,8.5,9.305,108.357,-60.473,3.286,9.787,18.772,2.33,0.316,2.932,0.034,111.294
717.804,8.5,9.321,109.883,-58.692,3.173,9.834,18.875,2.325,0.333,2.926,0.038,111.362
717.956,8.5,9.351,108.323,-55.839,3.186,9.909,19.01,2.316,0.33,2.923,0.038,111.541
718.109,8.5,9.413,110.053,-53.254,3.101,9.454,18.038,2.314,0.356,2.912,0.038,111.487
718.261,8.5,9.409,110.062,-56.179,3.056,9.088,17.242,2.309,0.323,2.87,0.03,111.704
718.414,8.5,9.444,113.532,-64.721,3.121,9.176,17.655,2.304,0.307,2.834,0.02,111.891
718.566,8.5,9.513,109.371,-77.558,3.088,9.141,17.824,2.298,0.305,2.817,0.009,111.58
718.718,8.5,9.182,108.646,-75.871,3.153,9.416,18.585,2.303,0.317,2.837,0.007,111.655
718.871,8.5,8.97,104.664,-34.768,3.156,9.288,18.322,2.31,0.328,2.844,0.007,111.374
719.023,8.5,8.943,108.228,-15.413,3.152,9.253,18.136,2.306,0.331,2.848,0.005,111.299
719.176,8.5,8.912,106.011,-15.951,3.143,9.196,17.852,2.297,0.34,2.856,0.005,111.509
719.328,8.5,8.912,105.935,-19.158,3.128,9.118,17.678,2.29,0.321,2.881,0.008,111.685
719.48,8.5,8.889,102.115,-22.741,3.138,9.293,18.114,2.301,0.319,2.916,0.019,111.828
719.633,8.5,8.831,108.868,-25.046,3.157,9.428,18.354,2.314,0.335,2.939,0.027,112.057
719.785,8.5,8.758,108.177,-27.174,3.206,9.58,18.42,2.32,0.353,2.941,0.026,112.117
719.938,8.5,8.75,112.143,-30.612,3.173,9.524,18.168,2.317,0.354,2.922,0.018,111.908
720.09,8.5,8.727,108.681,-32.983,3.199,9.564,18.134,2.311,0.338,2.884,0.009,111.974
720.242,8.5,8.796,108.553,-35.338,3.328,9.772,18.415,2.304,0.319,2.855,0.004,112.012
720.395,8.5,8.766,106.737,-37.509,3.344,9.677,18.17,2.308,0.323,2.836,0.003,111.98
720.547,8.5,8.808,106.643,-40.504,3.418,9.695,18.176,2.306,0.354,2.85,0.002,112.115
720.7,8.5,8.689,106.029,-43.379,3.611,10.232,19.42,2.312,0.359,2.855,0.003,112.057
720.852,8.5,8.646,104.008,-46.063,3.698,10.39,19.682,2.308,0.35,2.853,0.001,111.749
721.004,8.5,8.658,100.759,-50.179,3.675,10.133,18.942,2.318,0.325,2.847,0.003,111.373
721.157,8.5,8.716,99.583,-53.896,3.653,10.105,18.881,2.33,0.337,2.87,0.01,111.037
721.309,8.5,8.789,102.916,-58.763,3.748,10.485,19.725,2.337,0.345,2.909,0.016,110.545
721.462,8.5,8.796,103.479,-66.95,3.834,10.886,20.569,2.339,0.342,2.935,0.018,110.329
721.614,8.5,8.704,102.865,-75.219,3.819,11.065,20.944,2.332,0.336,2.927,0.013,109.943
721.766,8.5,8.716,105.926,-68.063,3.827,11.373,21.433,2.329,0.311,2.887,0.007,109.759
721.919,8.5,8.75,105.798,-38.96,3.805,11.613,21.846,2.327,0.313,2.84,0.003,109.802
722.071,8.5,8.796,109.141,-33.133,3.731,11.721,22.162,2.328,0.284,2.804,0.002,109.624
722.224,8.5,8.843,107.99,-36.536,3.668,11.551,21.873,2.331,0.282,2.785,0.002,109.526
722.376,8.5,8.854,111.571,-40.529,3.63,11.479,21.723,2.329,0.285,2.785,0.001,109.962
722.528,8.5,8.877,109.994,-44.071,3.566,11.172,20.968,2.327,0.287,2.779,0.001,110.135
722.681,8.5,8.92,106.054,-48.092,3.46,10.988,20.144,2.327,0.304,2.783,0.002,110.249
722.833,8.5,8.924,106.822,-52.741,3.416,11.237,20.132,2.325,0.312,2.776,0.003,111.064
722.986,8.5,8.843,109.593,-56.942,3.33,11.681,19.695,2.323,0.313,2.782,0.004,111.132
723.138,8.5,8.796,113.276,-62.732,3.304,12.38,19.861,2.311,0.303,2.801,0.001,110.734
723.29,8.5,8.716,107.419,-68.088,3.358,12.971,20.236,2.302,0.308,2.806,-0.001,111.106
723.443,8.5,8.75,104.52,-75.008,3.398,12.794,19.807,2.3,0.324,2.777,0.0,111.044
723.595,8.5,8.773,103.223,-84.179,3.494,12.005,18.558,2.303,0.341,2.737,0.002,110.816
723.748,8.5,8.785,103.198,-94.729,3.968,11.463,18.001,2.308,0.332,2.737,0.005,111.062
723.9,8.5,8.82,101.151,-108.844,4.39,11.309,18.128,2.307,0.313,2.802,0.004,110.218
724.052,8.5,8.808,96.257,-116.904,4.273,10.642,17.599,2.328,0.311,2.94,0.004,103.166
724.205,8.5,8.785,88.405,-80.022,4.456,11.657,20.053,2.389,0.262,3.252,0.013,93.987
724.357,8.5,8.85,77.405,-30.638,8.129,23.053,41.663,2.463,0.201,3.689,0.026,84.195
724.51,8.5,8.866,66.064,-6.729,16.764,40.475,73.491,2.516,0.156,4.125,0.037,75.826
724.662,8.5,8.843,59.976,-7.612,18.64,37.373,64.95,2.545,0.135,4.351,0.041,71.624
724.814,8.5,8.704,54.349,-11.708,18.759,36.216,62.083,2.555,0.131,4.342,0.035,71.427
724.967,8.5,8.704,56.617,-14.147,19.722,40.276,70.747,2.565,0.142,4.175,0.031,71.52
725.119,8.5,8.727,57.692,-15.879,19.596,44.537,80.486,2.532,0.163,3.899,0.017,78.364
725.272,8.5,8.75,70.353,-17.143,9.913,26.396,49.389,2.469,0.209,3.59,0.01,87.429
725.424,8.5,8.762,81.907,-18.271,5.039,12.734,22.58,2.382,0.269,3.255,0.003,99.876
725.576,8.5,8.789,98.858,-21.353,4.323,10.53,17.897,2.31,0.312,3.002,0.001,110.955
725.729,8.5,8.773,105.637,-24.533,4.22,10.235,16.445,2.271,0.331,2.838,0.001,115.511
725.881,8.5,8.75,106.02,-27.433,4.105,10.994,17.256,2.261,0.322,2.769,0.002,115.102
726.034,8.5,8.704,107.052,-32.292,3.662,11.689,17.916,2.262,0.326,2.763,0.004,115.352
726.186,8.5,8.65,105.722,-39.054,3.284,11.784,17.704,2.27,0.337,2.81,0.009,115.549
726.338,8.5,8.588,105.082,-29.783,3.138,12.232,18.145,2.274,0.355,2.872,0.012,116.568
726.491,8.5,8.577,102.396,-13.188,3.186,12.145,18.527,2.281,0.35,2.905,0.013,116.885
726.643,8.5,8.612,103.829,-10.196,3.122,10.944,17.472,2.277,0.344,2.877,0.008,116.947
726.796,8.5,8.681,104.213,-13.829,3.23,10.453,17.744,2.271,0.333,2.851,0.004,117.25
726.948,8.5,8.696,107.538,-15.911,3.208,9.965,17.452,2.269,0.34,2.809,0.0,116.751
727.1,8.5,8.658,108.203,-17.354,3.171,9.606,16.925,2.269,0.346,2.812,-0.002,116.627
727.253,8.5,8.627,110.966,-18.192,3.246,9.771,17.167,2.274,0.353,2.813,-0.002,116.116
727.405,8.5,8.658,105.466,-19.929,3.357,10.055,17.663,2.279,0.343,2.83,-0.003,115.346
727.558,8.5,8.642,104.682,-21.317,3.397,10.131,17.726,2.287,0.335,2.831,-0.002,114.897
727.71,8.5,8.612,105.117,-22.509,3.292,9.661,16.861,2.291,0.344,2.824,-0.001,114.607
727.862,8.5,8.588,107.512,-24.112,3.24,9.541,16.886,2.291,0.337,2.817,-0.001,114.819
728.015,8.5,8.588,109.448,-25.362,3.314,9.697,17.407,2.285,0.345,2.815,-0.001,114.791
728.167,8.5,8.619,107.223,-26.475,3.337,9.719,17.726,2.278,0.345,2.803,-0.001,115.009
728.32,8.5,8.588,101.885,-27.362,3.222,9.388,17.315,2.274,0.345,2.792,0.001,115.18
728.472,8.5,8.55,100.734,-28.192,3.187,9.286,17.382,2.271,0.358,2.771,0.002,115.508
728.624,8.5,8.565,98.347,-29.483,3.26,9.627,18.194,2.272,0.352,2.772,0.004,115.557
728.777,8.5,8.577,103.846,-31.237,3.282,9.688,18.318,2.272,0.369,2.778,0.003,115.413
728.929,8.5,8.6,104.613,-32.25,3.249,9.499,17.676,2.278,0.34,2.789,0.003,115.124
729.082,8.5,8.623,106.413,-33.817,3.232,9.418,17.324,2.286,0.337,2.789,0.002,114.826
729.234,8.5,8.642,103.624,-35.719,3.328,9.924,18.183,2.288,0.327,2.807,0.001,114.641
729.386,8.5,8.635,104.264,-38.188,3.346,10.215,18.722,2.293,0.337,2.802,0.002,114.536
729.539,8.5,8.665,104.647,-42.213,3.331,10.217,18.735,2.291,0.346,2.784,0.002,114.708
729.691,8.5,8.762,107.393,-45.875,3.359,10.225,18.71,2.289,0.364,2.777,0.002,114.818
729.844,8.5,8.92,103.172,-50.388,3.378,10.08,18.383,2.278,0.369,2.806,0.001,114.785
729.996,8.5,8.912,104.093,-54.396,3.346,10.001,18.167,2.27,0.346,2.84,0.0,115.135
730.148,8.5,8.924,102.857,-59.612,3.332,10.049,18.326,2.272,0.357,2.845,-0.001,115.031
730.301,8.5,8.904,105.961,-65.738,3.301,9.972,18.183,2.274,0.338,2.851,-0.002,115.258
730.453,8.5,8.773,107.342,-70.375,3.389,10.216,18.488,2.276,0.348,2.869,-0.004,115.52
730.606,8.5,8.554,111.801,-76.075,3.263,9.794,17.488,2.273,0.339,2.909,-0.006,115.548
730.758,8.5,8.419,109.593,-80.969,3.223,9.601,16.942,2.274,0.345,2.941,-0.007,116.221
730.91,8.5,8.369,108.689,-94.554,3.225,9.868,17.393,2.281,0.355,2.949,-0.006,116.28
731.063,8.5,8.411,105.381,-95.036,3.167,9.842,17.431,2.282,0.348,2.974,-0.007,116.197
731.215,8.5,8.415,103.974,-85.321,3.194,9.911,17.695,2.283,0.35,2.962,-0.009,116.539
731.368,8.5,8.419,102.542,-37.915,3.22,9.959,17.86,2.277,0.343,2.968,-0.01,116.189
731.52,8.5,8.403,106.379,-20.491,3.13,9.544,17.102,2.279,0.356,2.935,-0.01,115.609
731.672,8.5,8.357,109.874,-22.683,3.154,9.61,17.16,2.281,0.353,2.922,-0.01,115.918
731.825,8.5,8.38,110.676,-24.663,3.129,9.802,17.587,2.286,0.352,2.9,-0.01,115.632
731.977,8.5,8.38,108.953,-26.281,3.021,9.564,17.112,2.287,0.343,2.893,-0.009,115.663
732.13,8.5,8.357,103.667,-27.729,3.076,9.887,17.625,2.284,0.332,2.902,-0.009,116.05
732.282,8.5,8.357,104.775,-30.92,3.111,10.099,18.087,2.278,0.313,2.916,-0.009,116.05
732.434,8.5,8.369,98.568,-32.838,3.04,9.963,17.972,2.27,0.317,2.922,-0.01,115.885
732.587,8.5,8.369,102.78,-35.29,2.991,9.919,17.927,2.269,0.325,2.9,-0.011,115.921
732.739,8.5,8.38,100.905,-37.754,3.02,9.947,18.005,2.268,0.345,2.898,-0.012,115.695
732.892,8.5,8.403,104.247,-40.884,3.072,10.094,18.197,2.278,0.345,2.874,-0.01,115.894
733.044,8.5,8.403,106.43,-44.217,3.124,10.254,18.326,2.28,0.351,2.891,-0.01,115.882
733.196,8.5,8.357,107.231,-46.964,3.095,9.982,17.515,2.281,0.343,2.901,-0.009,116.021
733.349,8.5,8.38,111.563,-50.612,3.14,10.046,17.488,2.273,0.324,2.941,-0.007,116.234
733.501,8.5,8.427,106.753,-54.866,3.203,10.083,17.451,2.269,0.328,2.945,-0.007,116.133
733.654,8.5,8.427,103.01,-59.237,3.207,9.966,17.238,2.267,0.341,2.922,-0.008,116.469
733.806,8.5,8.427,98.201,-64.283,3.263,10.178,17.634,2.268,0.338,2.892,-0.01,116.541
733.958,8.5,8.438,100.452,-69.402,3.285,10.127,17.434,2.264,0.341,2.879,-0.009,116.956
734.111,8.5,8.465,104.801,-74.958,3.333,10.445,17.965,2.266,0.365,2.865,-0.006,116.439
734.263,8.5,8.519,107.785,-81.58,3.228,10.176,17.325,2.271,0.365,2.846,-0.005,115.591
734.416,8.5,8.565,105.228,-88.613,3.276,10.292,17.269,2.284,0.34,2.832,-0.002,112.941
734.568,8.5,8.612,103.906,-97.705,3.488,11.099,18.38,2.293,0.345,2.845,-0.002,113.009
734.72,8.5,8.565,102.234,-110.379,3.529,11.045,18.204,2.295,0.38,2.871,-0.003,114.151
734.873,8.5,8.554,104.793,-132.335,3.363,10.588,17.454,2.283,0.391,2.919,-0.007,115.074
735.025,8.5,8.45,105.986,-121.058,3.255,10.264,17.033,2.271,0.357,2.959,-0.01,117.723
735.178,8.5,8.481,105.901,-69.585,3.317,10.644,18.021,2.262,0.323,2.992,-0.014,118.894
735.33,8.5,8.473,102.576,-21.833,3.308,10.973,18.918,2.26,0.315,3.002,-0.016,119.396
735.482,8.5,8.473,103.172,0.0,3.171,10.502,18.166,2.257,0.344,3.015,-0.017,119.45
735.635,8.5,8.496,99.463,-0.488,3.263,10.745,18.592,2.257,0.376,3.022,-0.015,119.743
735.787,8.5,8.473,101.015,-3.871,3.337,11.028,19.082,2.258,0.369,3.035,-0.009,119.505
735.94,8.5,8.403,97.988,-8.522,3.109,10.073,17.192,2.262,0.36,3.034,-0.008,118.874
736.092,8.5,8.427,100.589,-13.161,3.159,10.222,17.405,2.267,0.334,3.031,-0.008,118.549
736.244,8.5,8.427,94.177,-16.975,3.219,10.192,17.402,2.272,0.328,3.013,-0.009,117.644
736.397,8.5,8.373,94.936,-22.036,3.343,10.46,17.906,2.277,0.319,2.979,-0.009,117.656
736.549,8.5,8.369,101.16,-26.954,3.233,9.998,17.014,2.276,0.328,2.961,-0.01,117.196
736.702,8.5,8.38,109.243,-30.723,3.168,9.87,16.82,2.276,0.33,2.958,-0.011,116.835
