wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TVD
Cheal-A11,Clean,1013.46,8.5,8.113,2.337,108.234,104.063,0.338,2.93,21.65600014,17.18600082,6.376999855,-11.292,941.1964
Cheal-A11,Clean,1013.612,8.5,8.082,2.339,108.882,104.568,0.33,2.932,21.35300064,16.95999908,6.336999893,-10.77,941.3241
Cheal-A11,Clean,1013.765,8.5,8.051,2.344,108.467,101.984,0.344,2.933,20.04500008,15.89000034,6.130000114,-11.054,941.4526
Cheal-A11,Clean,1013.917,8.5,8.078,2.341,108.417,98.208,0.346,2.911,21.2670002,16.69000053,6.211999893,-11.613,941.5803
Cheal-A11,Clean,1014.07,8.5,8.082,2.342,108.743,100.252,0.341,2.89,23.03700066,17.99099922,6.452000141,-11.404,941.7074
Cheal-A11,Clean,1014.222,8.5,8.09,2.33,108.762,100.956,0.332,2.881,23.52099991,18.29100037,6.407000065,-11.203,941.832
Cheal-A11,Clean,1014.374,8.5,8.09,2.313,109.572,98.322,0.321,2.922,23.32600021,18.11199951,6.270999908,-11.733,941.9567
Cheal-A11,Clean,1014.527,8.5,8.102,2.298,109.766,96.577,0.337,2.961,22.71699905,17.59700012,6.208000183,-12.171,942.0827
Cheal-A11,Clean,1014.679,8.5,8.09,2.306,109.728,97.33,0.324,2.964,21.77300072,16.85700035,6.090000153,-12.898,942.2103
Cheal-A11,Clean,1014.832,8.5,8.066,2.327,108.828,98.223,0.317,2.916,20.38999939,15.86800003,6.051000118,-13.058,942.3389
Cheal-A11,Clean,1014.984,8.5,8.066,2.338,108.037,101.156,0.311,2.893,20.57799911,15.97000027,6.105999947,-13.098,942.4666
Cheal-A11,Clean,1015.136,8.5,8.145,2.337,108.234,104.839,0.309,2.899,21.74699974,16.90500069,6.289999962,-13.363,942.5942
Cheal-A11,Clean,1015.289,8.5,8.184,2.333,107.645,104.719,0.296,2.9,21.60300064,16.8239994,6.133999825,-13.23,942.7228
Cheal-A11,Clean,1015.441,8.5,8.243,2.335,106.991,104.997,0.296,2.864,21.02000046,16.37999916,6.014999866,-12.754,942.8505
Cheal-A11,Clean,1015.594,8.5,8.239,2.341,107.163,101.132,0.31,2.833,20.7689991,16.26000023,6.138999939,-12.887,942.9771
Cheal-A11,Clean,1015.746,8.5,8.192,2.344,107.157,106.632,0.303,2.801,20.58099937,16.13599968,6.170000076,-12.734,943.1017
Cheal-A11,Clean,1015.898,8.5,8.27,2.343,108.168,108.837,0.305,2.802,19.96699905,15.65999985,6.06400013,-12.533,943.2264
Cheal-A11,Clean,1016.051,8.5,8.294,2.332,108.702,108.49,0.314,2.795,19.22800064,15.09599972,5.888999939,-12.6,943.3528
Cheal-A11,Clean,1016.203,8.5,8.278,2.325,108.715,106.514,0.324,2.831,18.70299911,14.74499989,5.75,-12.471,943.4805
Cheal-A11,Clean,1016.356,8.5,8.278,2.322,108.539,106.795,0.353,2.841,19.68799973,15.47500038,5.879000187,-12.684,943.609
Cheal-A11,Clean,1016.508,8.5,8.333,2.326,108.449,108.499,0.36,2.856,19.94499969,15.68999958,5.945000172,-13.029,943.7367
Cheal-A11,Clean,1016.66,8.5,8.325,2.326,107.957,106.411,0.359,2.863,19.70899963,15.52600002,5.933000088,-13.325,943.8644
Cheal-A11,Clean,1016.813,8.5,8.325,2.322,107.63,101.901,0.352,2.875,19.29800034,15.14000034,5.802999973,-13.442,943.9929
Cheal-A11,Clean,1016.965,8.5,8.341,2.313,108.91,103.794,0.373,2.879,18.97900009,14.93900013,5.717999935,-13.008,944.1206
Cheal-A11,Clean,1017.118,8.5,8.427,2.308,109.133,102.469,0.373,2.869,19.15600014,15.06700039,5.709000111,-13.504,944.2468
Cheal-A11,Clean,1017.27,8.5,8.502,2.312,109.512,109.46,0.362,2.876,19.30200005,15.11999989,5.657999992,-13.529,944.3714
Cheal-A11,Clean,1017.422,8.5,8.592,2.313,109.553,108.915,0.345,2.886,20.30900002,15.86900043,5.808000088,-12.896,944.496
Cheal-A11,Clean,1017.575,8.5,8.482,2.324,109.432,112.047,0.34,2.886,20.62899971,16.11000061,5.816999912,-12.654,944.623
Cheal-A11,Clean,1017.727,8.5,8.278,2.328,109.095,104.243,0.335,2.845,20.59499931,16.05699921,5.80700016,-12.551,944.7507
Cheal-A11,Clean,1017.88,8.5,8.278,2.337,109.445,107.263,0.342,2.822,20.49099922,15.95899963,5.790999889,-12.156,944.8792
Cheal-A11,Clean,1018.032,8.5,8.2,2.332,109.146,106.212,0.337,2.844,19.76000023,15.4289999,5.732999802,-11.704,945.0068
Cheal-A11,Clean,1018.184,8.5,8.184,2.324,109.179,110.228,0.336,2.918,20.34499931,15.79300022,5.806000233,-11.563,945.1346
Cheal-A11,Clean,1018.337,8.5,8.207,2.322,109.098,107.958,0.336,2.96,20.94499969,16.18499947,5.946000099,-11.473,945.2631
Cheal-A11,Clean,1018.489,8.5,8.16,2.322,109.135,111.617,0.345,2.978,20.5529995,15.8920002,5.980999947,-11.504,945.3908
Cheal-A11,Clean,1018.642,8.5,8.196,2.324,109.45,106.052,0.364,2.982,20.13400078,15.53499985,5.889999866,-11.208,945.5165
Cheal-A11,Clean,1018.794,8.5,8.247,2.321,109.63,106.119,0.361,3.002,19.80200005,15.30599976,5.855999947,-11.392,945.6411
Cheal-A11,Clean,1018.946,8.5,8.223,2.32,109.67,102.213,0.365,3,20.18600082,15.63000011,5.913000107,-11.333,945.7657
Cheal-A11,Clean,1019.099,8.5,8.192,2.324,109.482,104.858,0.351,2.974,21.07999992,16.26499939,5.967999935,-10.875,945.8931
Cheal-A11,Clean,1019.251,8.5,8.219,2.326,108.878,105.063,0.338,2.949,21.28899956,16.43400002,5.997000217,-11.046,946.0208
Cheal-A11,Clean,1019.404,8.5,8.172,2.328,108.893,105.929,0.325,2.935,22.02799988,16.99099922,6.103000164,-10.708,946.1494
Cheal-A11,Clean,1019.556,8.5,8.168,2.326,108.31,107.656,0.337,2.946,21.2670002,16.5340004,6.008999825,-10.079,946.277
Cheal-A11,Clean,1019.708,8.5,8.2,2.326,108.099,103.889,0.356,2.958,20.39900017,15.93000031,5.986999989,-9.8,946.4047
Cheal-A11,Clean,1019.861,8.5,8.207,2.326,109.192,104.473,0.339,2.972,19.83300018,15.52200031,6.028999805,-10,946.5333
Cheal-A11,Clean,1020.013,8.5,8.231,2.324,109.655,104.035,0.332,2.971,19.59900093,15.29699993,6.035999775,-10.329,946.6607
Cheal-A11,Clean,1020.166,8.5,8.207,2.318,110.138,105.987,0.345,2.971,19.47200012,15.13700008,6.005000114,-10.042,946.7861
Cheal-A11,Clean,1020.318,8.5,8.184,2.311,110.241,101.285,0.353,2.968,19.21999931,14.95300007,6.001999855,-10.363,946.9108
Cheal-A11,Clean,1020.47,8.5,8.207,2.312,110.414,99.73,0.358,2.962,19.06900024,14.89500046,6.074999809,-10.384,947.0354
Cheal-A11,Clean,1020.623,8.5,8.231,2.317,109.633,99.926,0.357,2.965,19.3239994,15.06000042,5.997000217,-9.742,947.1633
Cheal-A11,Clean,1020.775,8.5,8.137,2.32,109.669,102.666,0.372,2.979,20.35700035,15.81799984,6.123000145,-9.629,947.291
Cheal-A11,Clean,1020.928,8.5,8.168,2.318,109.899,108.328,0.367,3.004,21.0170002,16.3220005,6.164000034,-9.992,947.4195
Cheal-A11,Clean,1021.08,8.5,8.2,2.313,109.647,107.108,0.37,3.022,20.89500046,16.20100021,6.072999954,-9.45,947.5472
Cheal-A11,Clean,1021.232,8.5,8.231,2.31,110.044,107.23,0.356,3.025,20.23399925,15.73200035,5.96600008,-8.688,947.6749
Cheal-A11,Clean,1021.385,8.5,8.231,2.308,110.039,105.081,0.345,3.024,19.88400078,15.45199966,5.920000076,-8.837,947.8034
Cheal-A11,Clean,1021.537,8.5,8.172,2.31,109.932,105.509,0.331,2.994,20.25399971,15.66800022,5.927999973,-8.854,947.9304
Cheal-A11,Clean,1021.69,8.5,8.192,2.312,109.729,107.307,0.349,2.971,20.46299934,15.80599976,6.024000168,-8.804,948.0558
Cheal-A11,Clean,1021.842,8.5,8.168,2.314,109.183,100.844,0.339,2.964,20.08099937,15.45499992,5.984000206,-8.656,948.1804
Cheal-A11,Clean,1021.994,8.5,8.2,2.316,108.757,99.827,0.349,2.966,20.00200081,15.42800045,6.013999939,-8.079,948.3051
Cheal-A11,Clean,1022.147,8.5,8.192,2.323,108.528,97.679,0.348,2.945,19.40800095,15.04899979,5.901000023,-8.092,948.4335
Cheal-A11,Clean,1022.299,8.5,8.145,2.327,108.655,100.925,0.359,2.925,19.33600044,15.01099968,5.926000118,-8.479,948.5612
Cheal-A11,Clean,1022.452,8.5,8.196,2.327,109.106,104.946,0.35,2.936,19.96899986,15.47200012,6.120999813,-8.575,948.6896
Cheal-A11,Clean,1022.604,8.5,8.184,2.328,109.623,104.848,0.354,2.958,20.72800064,15.98099995,6.235000134,-8.996,948.8173
Cheal-A11,Clean,1022.756,8.5,8.207,2.332,109.618,104.253,0.368,2.964,20.65699959,15.88199997,6.256999969,-8.675,948.9451
Cheal-A11,Clean,1022.909,8.5,8.168,2.331,109.018,100.987,0.349,2.976,19.83600044,15.29100037,6.186999798,-7.142,949.0735
Cheal-A11,Clean,1023.061,8.5,8.145,2.332,108.75,97.632,0.352,2.977,19.01199913,14.71000004,6.186999798,-6.771,949.2
Cheal-A11,Clean,1023.214,8.5,8.176,2.335,108.282,100.883,0.338,2.973,18.60099983,14.39099979,6.152999878,-6.558,949.3255
Cheal-A11,Clean,1023.366,8.5,8.196,2.344,107.901,99.843,0.333,2.942,19.13400078,14.77700043,6.249000072,-6.188,949.4501
Cheal-A11,Clean,1023.518,8.5,8.243,2.339,107.992,103.312,0.322,2.963,20.20899963,15.6079998,6.385000229,-6.221,949.5751
Cheal-A11,Clean,1023.671,8.5,8.278,2.336,107.726,97.931,0.336,2.98,19.96100044,15.45400047,6.339000225,-5.721,949.7036
Cheal-A11,Clean,1023.823,8.5,8.207,2.332,107.378,101.972,0.338,2.995,19.55699921,15.17500019,6.304999828,-5.271,949.8313
Cheal-A11,Clean,1023.976,8.5,8.223,2.333,107.088,98.231,0.35,2.975,19.55599976,15.19999981,6.485000134,-4.229,949.9598
Cheal-A11,Clean,1024.128,8.5,8.219,2.336,107.222,95.378,0.343,2.944,19.48800087,15.17199993,6.464000225,-4.371,950.0875
Cheal-A11,Clean,1024.28,8.5,8.231,2.336,107.438,94.492,0.356,2.922,19.92499924,15.39900017,6.386000156,-4.7,950.2152
Cheal-A11,Clean,1024.433,8.5,8.172,2.335,108.277,97.85,0.351,2.906,20.50099945,15.69499969,6.272999763,-4.908,950.3438
Cheal-A11,Clean,1024.585,8.5,8.153,2.329,108.383,110.082,0.358,2.909,19.56599998,14.97799969,6.142000198,-5.271,950.4697
Cheal-A11,Clean,1024.738,8.5,8.121,2.328,108.104,106.204,0.35,2.906,20.13199997,15.34700012,6.269999981,-5.525,950.5952
Cheal-A11,Clean,1024.89,8.5,8.172,2.329,108.003,106.365,0.32,2.902,21.11100006,16.05599976,6.40199995,-5.908,950.7198
Cheal-A11,Clean,1025.042,8.5,8.207,2.339,106.992,97.131,0.308,2.876,20.87100029,15.91699982,6.197000027,-6.417,950.8453
Cheal-A11,Clean,1025.195,8.5,8.172,2.353,106.439,96.792,0.292,2.849,20.40600014,15.60000038,6.117000103,-6.938,950.9738
Cheal-A11,Clean,1025.347,8.5,8.196,2.364,106.251,94.046,0.294,2.819,20.67499924,15.80300045,6.144999981,-7.146,951.1014
Cheal-A11,Clean,1025.5,8.5,8.184,2.358,106.025,95.491,0.306,2.832,21.07699966,16.12199974,6.184999943,-7.267,951.23
Cheal-A11,Clean,1025.652,8.5,8.231,2.345,106.388,96.961,0.34,2.862,21.65200043,16.48200035,6.277999878,-7.354,951.3577
Cheal-A11,Clean,1025.804,8.5,8.254,2.333,106.981,97.859,0.347,2.893,20.58799934,15.77400017,6.18900013,-7.421,951.4854
Cheal-A11,Clean,1025.957,8.5,8.27,2.334,107.173,99.968,0.337,2.897,20.66600037,15.76399994,6.093999863,-7.379,951.6139
Cheal-A11,Clean,1026.109,8.5,8.231,2.344,107.639,103.112,0.325,2.884,21.23900032,16.18000031,6.178999901,-7.525,951.7394
Cheal-A11,Clean,1026.262,8.5,8.243,2.349,107.637,103.546,0.322,2.875,21.57799911,16.4640007,6.135000229,-8.087,951.8649
Cheal-A11,Clean,1026.414,8.5,8.254,2.346,107.66,101.756,0.322,2.883,22.66799927,17.26799965,6.214000225,-8.383,951.9895
Cheal-A11,Clean,1026.566,8.5,8.278,2.334,107.968,97.853,0.333,2.9,22.91500092,17.49200058,6.249000072,-8.492,952.1154
Cheal-A11,Clean,1026.719,8.5,8.278,2.328,108.21,96.036,0.338,2.902,22.50699997,17.29800034,6.243000031,-9.021,952.244
Cheal-A11,Clean,1026.871,8.5,8.192,2.324,108.289,94.222,0.347,2.901,21.34600067,16.48900032,6.06400013,-8.967,952.3716
Cheal-A11,Clean,1027.024,8.5,8.168,2.328,108.583,98.833,0.357,2.884,20.64900017,15.9630003,5.933000088,-8.262,952.4996
Cheal-A11,Clean,1027.176,8.5,8.16,2.33,109.029,103.629,0.335,2.882,19.66200066,15.27799988,5.813000202,-7.777,952.6243
Cheal-A11,Clean,1027.328,8.5,8.16,2.333,108.979,106.2,0.315,2.896,19.89999962,15.4289999,5.927000046,-7.771,952.749
Cheal-A11,Clean,1027.481,8.5,8.149,2.331,109.471,100.778,0.322,2.943,19.51000023,15.18700027,5.992000103,-7.829,952.8745
Cheal-A11,Clean,1027.633,8.5,8.172,2.334,109.293,99.936,0.337,2.962,19.16399956,14.99199963,5.975999832,-7.717,953.0017
Cheal-A11,Clean,1027.786,8.5,8.192,2.336,109.293,99.703,0.342,2.961,20.1989994,15.7869997,6.053999901,-7.734,953.1302
Cheal-A11,Clean,1027.938,8.5,8.239,2.334,109.203,103.994,0.338,2.955,20.77799988,16.20800018,6.172999859,-7.988,953.2579
Cheal-A11,Clean,1028.09,8.5,8.254,2.327,109.247,104.828,0.372,2.97,21.49799919,16.71699905,6.318999767,-8.183,953.3856
Cheal-A11,Clean,1028.243,8.5,8.325,2.322,109.924,107.458,0.375,2.996,21.73600006,16.83699989,6.360000134,-8.441,953.5141
Cheal-A11,Clean,1028.395,8.5,8.325,2.317,109.866,106.103,0.383,3.031,20.77700043,16.08499908,6.190000057,-8.658,953.6418
Cheal-A11,Clean,1028.548,8.5,8.302,2.315,109.937,106.919,0.361,3.049,20.18799973,15.61299992,6.166999817,-8.738,953.7693
Cheal-A11,Clean,1028.7,8.5,8.325,2.317,110.082,107.477,0.349,3.031,19.39699936,15.06200027,6.072000027,-8.429,953.894
Cheal-A11,Clean,1028.852,8.5,8.333,2.332,108.915,110.611,0.318,2.959,19.79299927,15.29199982,6.006000042,-8.074,954.0186
Cheal-A11,Clean,1029.005,8.5,8.349,2.333,108.923,110.028,0.318,2.93,21.76300049,16.75499916,6.31400013,-7.808,954.1442
Cheal-A11,Clean,1029.157,8.5,8.27,2.323,109.024,102.775,0.335,2.937,21.20599937,16.36800003,6.206999779,-7.656,954.2719
Cheal-A11,Clean,1029.31,8.5,8.247,2.306,109.183,95.727,0.341,2.975,20.16799927,15.60400009,5.993000031,-7.65,954.4004
Cheal-A11,Clean,1029.462,8.5,8.243,2.303,110.073,93.725,0.355,2.972,19.83099937,15.31599998,5.96600008,-7.662,954.5281
Cheal-A11,Clean,1029.614,8.5,8.254,2.306,110.609,100.517,0.336,2.953,18.90200043,14.61499977,5.769000053,-7.465,954.6558
Cheal-A11,Clean,1029.767,8.5,8.231,2.307,110.385,103.106,0.335,2.927,18.59799957,14.38300037,5.721000195,-7.542,954.7842
Cheal-A11,Clean,1029.919,8.5,8.36,2.304,110.184,99.63,0.323,2.908,19.82900047,15.27999973,5.933000088,-7.704,954.9119
Cheal-A11,Clean,1030.072,8.5,8.302,2.307,110.456,98.919,0.33,2.885,19.86199951,15.28499985,5.78399992,-7.801,955.039
Cheal-A11,Clean,1030.224,8.5,8.341,2.308,109.988,105.399,0.323,2.891,19.42099953,14.9289999,5.578999996,-8.183,955.1637
Cheal-A11,Clean,1030.376,8.5,8.372,2.31,109.462,110.427,0.333,2.915,19.57999992,15.07499981,5.693999767,-8.2,955.2883
Cheal-A11,Clean,1030.529,8.5,8.337,2.307,109.291,109.524,0.337,2.935,20.04999924,15.46700001,5.862999916,-8.285,955.4144
Cheal-A11,Clean,1030.681,8.5,8.396,2.307,109.159,106.314,0.341,2.91,19.93300056,15.36600018,5.80700016,-8.012,955.5421
Cheal-A11,Clean,1030.834,8.5,8.525,2.311,109.679,109.151,0.35,2.872,19.68700027,15.15699959,5.697999954,-7.813,955.6706
Cheal-A11,Clean,1030.986,8.5,8.654,2.315,109.762,110.586,0.352,2.871,18.59300041,14.30099964,5.581999779,-7.758,955.7982
Cheal-A11,Clean,1031.138,8.5,8.772,2.318,110.117,108.061,0.337,2.907,18.48600006,14.22799969,5.644999981,-7.73,955.9232
Cheal-A11,Clean,1031.291,8.5,8.6,2.324,109.831,102.548,0.326,2.938,20.31299973,15.51900005,5.980999947,-7.162,956.0486
Cheal-A11,Clean,1031.443,8.5,8.349,2.329,109.652,101.496,0.332,2.94,21.50499916,16.26199913,6.043000221,-7.104,956.1732
Cheal-A11,Clean,1031.596,8.5,8.196,2.331,109.939,99.831,0.342,2.932,21.17099953,15.92800045,5.93200016,-6.733,956.3006
Cheal-A11,Clean,1031.748,8.5,8.176,2.32,109.53,98.609,0.349,2.949,20.13400078,15.20899963,5.800000191,-6.213,956.4283
Cheal-A11,Clean,1031.9,8.5,8.184,2.309,110.736,96.135,0.329,2.978,21.27400017,16.01799965,6,-6.027,956.556
Cheal-A11,Clean,1032.053,8.5,8.184,2.303,111.043,97.254,0.346,2.979,20.5,15.40299988,5.775000095,-6.121,956.6845
Cheal-A11,Clean,1032.205,8.5,8.105,2.303,111.066,99.829,0.326,2.946,21.79400063,16.3029995,5.956999779,-6.508,956.8122
Cheal-A11,Clean,1032.358,8.5,8.121,2.309,111.704,101.685,0.353,2.895,21.81200027,16.38800049,6.013000011,-6.629,956.9407
Cheal-A11,Clean,1032.51,8.5,8.168,2.311,110.534,102.888,0.346,2.861,21.4640007,16.23399925,6.032000065,-7.058,957.0682
Cheal-A11,Clean,1032.662,8.5,8.16,2.314,110.388,100.633,0.369,2.842,20.53199959,15.76299953,6.072000027,-7.054,957.1928
Cheal-A11,Clean,1032.815,8.5,8.16,2.313,110.765,95.9,0.356,2.858,18.97599983,14.67599964,5.824999809,-7.105,957.3183
Cheal-A11,Clean,1032.967,8.5,8.302,2.314,110.422,97.68,0.36,2.906,18.74300003,14.54399967,5.748000145,-7.242,957.4429
Cheal-A11,Clean,1033.12,8.5,8.325,2.313,110.217,99.562,0.348,2.977,19.40800095,15.12800026,5.794000149,-7.633,957.5708
Cheal-A11,Clean,1033.272,8.5,8.349,2.312,110.171,101.567,0.337,3.033,20.03100014,15.81099987,6.041999817,-7.879,957.6985
Cheal-A11,Clean,1033.424,8.5,8.302,2.312,110.827,99.703,0.343,3.047,19.38199997,15.52200031,5.962999821,-8.027,957.8262
Cheal-A11,Clean,1033.577,8.5,8.313,2.311,110.936,98.766,0.344,3.032,18.19400024,14.81799984,5.776000023,-8.288,957.9547
Cheal-A11,Clean,1033.729,8.5,8.325,2.318,110.937,100.141,0.344,3,17.53899956,14.61299992,5.68599987,-8.188,958.0823
Cheal-A11,Clean,1033.882,8.5,8.337,2.324,110.391,97.44,0.322,2.982,19.14299965,16.07699966,6.020999908,-7.621,958.2109
Cheal-A11,Clean,1034.034,8.5,8.337,2.322,109.989,100.391,0.324,2.972,19.31399918,16.04500008,6.122000217,-7.083,958.3379
Cheal-A11,Clean,1034.186,8.5,8.325,2.308,109.495,104.68,0.336,2.983,18.07299995,14.77999973,6.061999798,-7.504,958.4625
Cheal-A11,Clean,1034.339,8.5,8.349,2.299,109.817,105.538,0.352,2.995,17.60099983,14.44400024,6.423999786,-7.961,958.588
Cheal-A11,Clean,1034.491,8.5,8.349,2.304,109.534,103.581,0.355,3.009,17.01099968,13.9829998,6.93900013,-8.667,958.7126
Cheal-A11,Clean,1034.644,8.5,8.364,2.331,108.352,97.616,0.339,3.015,17.87999916,14.6789999,7.284999847,-8.658,958.8409
Cheal-A11,Clean,1034.796,8.5,8.349,2.381,98.977,100.357,0.314,3.068,19.06500053,15.61900043,7.524000168,-8.304,958.9686
Cheal-A11,Clean,1034.948,8.5,8.325,2.482,83.819,93.725,0.281,3.218,27.34300041,22.18499947,9.732000351,-8.042,959.0963
Cheal-A11,Clean,1035.101,8.5,8.454,2.568,77.184,89.087,0.235,3.325,70.39299774,55.69499969,18.76000023,-7.637,959.2249
Cheal-A11,Clean,1035.253,8.5,8.576,2.554,77.622,85.689,0.222,3.337,61.59999847,49.44499969,16.29000092,-7.433,959.3525
Cheal-A11,Clean,1035.406,8.5,8.407,2.453,85.348,85.323,0.259,3.247,17.20700073,14.32199955,7.024000168,-7.192,959.481
Cheal-A11,Clean,1035.558,8.5,8.278,2.351,97.172,88.604,0.314,3.082,18.01799965,14.65499973,7.578999996,-6.333,959.6075
Cheal-A11,Clean,1035.71,8.5,8.372,2.313,109.499,92.371,0.345,2.94,21.18199921,17.12599945,8.696000099,-5.838,959.7322
Cheal-A11,Clean,1035.863,8.5,8.419,2.303,112.823,100.366,0.316,2.807,20.17000008,16.46199989,7.500999928,-6.129,959.8577
Cheal-A11,Clean,1036.015,8.5,8.49,2.281,114.15,101.165,0.306,2.748,21.17000008,17.24699974,6.309999943,-6.075,959.9825
Cheal-A11,Clean,1036.168,8.5,8.513,2.261,117.772,103.505,0.315,2.71,20.42000008,16.94099998,5.913000107,-5.675,960.1111
Cheal-A11,Clean,1036.32,8.5,8.56,2.253,116.293,98.944,0.356,2.694,21.12700081,17.8579998,6.126999855,-5.754,960.2388
Cheal-A11,Clean,1036.472,8.5,8.49,2.252,112.999,97.787,0.375,2.702,20.70100021,17.63599968,5.940000057,-5.425,960.3665
Cheal-A11,Clean,1036.625,8.5,8.302,2.256,113.828,90.517,0.37,2.707,21.26300049,17.67000008,5.71999979,-4.793,960.4925
Cheal-A11,Clean,1036.777,8.5,8.29,2.25,116.15,91.691,0.363,2.739,21.79999924,17.57900047,5.420000076,-4.608,960.6171
Cheal-A11,Clean,1036.93,8.5,8.309,2.243,114.619,91.355,0.352,2.76,22.12000084,17.74699974,5.34499979,-4.281,960.7426
Cheal-A11,Clean,1037.082,8.5,8.38,2.237,114.813,92.373,0.341,2.786,23.14599991,18.37000084,5.368999958,-3.771,960.8688
Cheal-A11,Clean,1037.234,8.5,8.498,2.239,114.6,92.879,0.343,2.785,22.14900017,17.44300079,5.309999943,-3.546,960.9965
Cheal-A11,Clean,1037.387,8.5,8.568,2.24,114.66,93.763,0.331,2.748,21.48399925,16.89800072,5.31099987,-3.471,961.1251
Cheal-A11,Clean,1037.539,8.5,8.607,2.238,115.256,94.998,0.367,2.725,20.95899963,16.60300064,5.242000103,-4.029,961.2527
Cheal-A11,Clean,1037.692,8.5,8.631,2.233,115.15,90.498,0.362,2.73,22.2310009,17.48800087,5.248000145,-4.582,961.3813
Cheal-A11,Clean,1037.844,8.5,8.513,2.238,114.842,91.937,0.375,2.773,20.27400017,16.13299942,5.073999882,-4.8,961.509
Cheal-A11,Clean,1037.996,8.5,8.384,2.251,114.952,95.019,0.344,2.813,17.77700043,14.29500008,4.914999962,-5.142,961.6367
Cheal-A11,Clean,1038.149,8.5,8.396,2.296,101.046,96.256,0.344,2.827,16.67200089,13.4989996,4.921000004,-5.808,961.7622
Cheal-A11,Clean,1038.301,8.5,8.388,2.341,98.704,97.165,0.315,2.854,23.51799965,19.02300072,6.778999805,-6.463,961.8868
Cheal-A11,Clean,1038.454,8.5,8.454,2.355,99.521,95.918,0.312,2.901,20.17499924,16.57999992,6.399000168,-6.554,962.0123
Cheal-A11,Clean,1038.606,8.5,8.443,2.323,101.267,102.05,0.308,2.95,16.38199997,13.23900032,5.380000114,-6.387,962.139
Cheal-A11,Clean,1038.758,8.5,8.239,2.293,110.362,99.509,0.324,2.953,16.51600075,13.25500011,5.521999836,-6.533,962.2667
Cheal-A11,Clean,1038.911,8.5,8.231,2.296,106.593,98.644,0.314,2.911,17.38500023,13.90200043,5.892000198,-7.387,962.3952
Cheal-A11,Clean,1039.063,8.5,8.254,2.315,101.89,99.154,0.321,2.874,20.14299965,16.02000046,6.526000023,-6.967,962.5229
Cheal-A11,Clean,1039.216,8.5,8.286,2.31,107.87,99.998,0.319,2.89,22.35300064,17.64100075,6.828999996,-6.946,962.6514
Cheal-A11,Clean,1039.368,8.5,8.403,2.293,103.016,100.121,0.327,2.932,18.83300018,14.82499981,5.980000019,-7.042,962.7791
Cheal-A11,Clean,1039.52,8.5,8.56,2.309,90.623,94.596,0.341,2.961,19.33499908,15.3039999,6.184999943,-7.719,962.9064
Cheal-A11,Clean,1039.673,8.5,8.537,2.378,83.109,90.835,0.334,2.948,21.63299942,17.19599915,6.827000141,-7.917,963.0319
Cheal-A11,Clean,1039.825,8.5,8.466,2.435,78.64,87.321,0.276,2.915,27.50499916,21.54599953,7.554999828,-8.317,963.1565
Cheal-A11,Clean,1039.978,8.5,8.466,2.416,85.31,90.618,0.279,2.892,16.56100082,13.18099976,5.43599987,-8.538,963.2819
Cheal-A11,Clean,1040.13,8.5,8.419,2.345,105.323,94.591,0.293,2.861,17.77400017,14.01099968,5.855000019,-8.95,963.4092
Cheal-A11,Clean,1040.282,8.5,8.349,2.281,112.793,94.583,0.34,2.831,17.58600044,13.93599987,5.964000225,-9.426,963.5369
Cheal-A11,Clean,1040.435,8.5,8.349,2.255,113.234,95.546,0.356,2.802,16.26300049,13,5.867000103,-9.846,963.6653
Cheal-A11,Clean,1040.587,8.5,8.325,2.243,114.301,93.747,0.346,2.79,15.79300022,12.68799973,5.568999767,-10.238,963.7913
Cheal-A11,Clean,1040.74,8.5,8.372,2.237,114.651,96.569,0.365,2.8,17.0340004,13.63799953,5.725999832,-10.55,963.9168
Cheal-A11,Clean,1040.892,8.5,8.247,2.238,114.461,92.72,0.341,2.819,16.8409996,13.48099995,5.605999947,-10.906,964.0414
Cheal-A11,Clean,1041.044,8.5,8.278,2.249,114.174,94.297,0.351,2.853,15.56299973,12.59899998,5.303999901,-11.425,964.167
Cheal-A11,Clean,1041.197,8.5,8.364,2.271,114.133,96.725,0.328,2.864,15.31000042,12.40600014,5.565000057,-11.858,964.2955
Cheal-A11,Clean,1041.349,8.5,8.451,2.283,114.233,99.904,0.346,2.86,14.83500004,11.96399975,5.440999985,-12.221,964.4232
Cheal-A11,Clean,1041.502,8.5,8.349,2.275,114.466,104.591,0.327,2.86,14.45800018,11.62199974,5.356999874,-12.262,964.5517
Cheal-A11,Clean,1041.654,8.5,8.364,2.268,114.196,107.084,0.328,2.851,13.74199963,11.00500011,5.169000149,-12.325,964.6793
Cheal-A11,Clean,1041.806,8.5,8.325,2.269,113.784,109.897,0.325,2.861,14.16100025,11.28100014,5.31099987,-12.855,964.807
Cheal-A11,Clean,1041.959,8.5,8.372,2.276,113.438,107.833,0.323,2.857,14.89799976,11.88700008,5.56400013,-13.6,964.9355
Cheal-A11,Clean,1042.111,8.5,8.466,2.27,113.718,100.863,0.335,2.86,15.4989996,12.31400013,5.545000076,-14.017,965.061
Cheal-A11,Clean,1042.264,8.5,8.513,2.262,114.811,94.474,0.368,2.838,15.97999954,12.63399982,5.532999992,-13.992,965.1865
Cheal-A11,Clean,1042.416,8.5,8.529,2.257,115.207,93.77,0.376,2.841,14.73999977,11.62699986,5.278999805,-14.012,965.3111
