wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C4,Clean,1129.589,8.5,8.448,2.209,115.916,99.342,0.351,2.68,10.487,6.895,2.5,969.6658
Cheal-C4,Clean,1129.741,8.5,8.404,2.211,115.25,94.868,0.365,2.738,10.437,6.79,2.469,969.7783
Cheal-C4,Clean,1129.894,8.5,8.368,2.24,109.999,92.191,0.337,2.836,10.238,6.5,2.381,969.8915
Cheal-C4,Clean,1130.046,8.5,8.368,2.29,108,100.561,0.317,2.948,11.259,7.036,2.638,970.0049
Cheal-C4,Clean,1130.198,8.5,8.504,2.333,107.5,105.871,0.304,3.04,13.948,8.599,3.474,970.1204
Cheal-C4,Clean,1130.351,8.5,8.668,2.348,107.5,110.502,0.305,3.078,14.222,8.813,3.828,970.2368
Cheal-C4,Clean,1130.503,8.5,8.713,2.35,105.75,106.359,0.331,3.087,13.708,8.636,4.012,970.3522
Cheal-C4,Clean,1130.656,8.5,8.785,2.361,105,105.786,0.315,3.082,13.295,8.509,4.323,970.4654
Cheal-C4,Clean,1130.808,8.5,8.889,2.373,104.25,105.385,0.291,3.065,13.705,8.826,4.583,970.5779
Cheal-C4,Clean,1130.96,8.5,8.981,2.377,104.25,107.393,0.291,3.037,13.929,9.143,4.788,970.6904
Cheal-C4,Clean,1131.113,8.5,9.041,2.371,103.25,104.167,0.29,3.011,13.27,8.737,4.693,970.8036
Cheal-C4,Clean,1131.265,8.5,9.057,2.37,105,102.248,0.313,3.011,12.647,8.507,4.697,970.9161
Cheal-C4,Clean,1131.418,8.5,9.113,2.371,105.75,101.314,0.301,3.021,12.036,8.247,4.643,971.0294
Cheal-C4,Clean,1131.57,8.5,9.25,2.369,105.834,102.045,0.307,3.012,11.673,8.175,4.64,971.1432
Cheal-C4,Clean,1131.722,8.5,9.234,2.364,107.5,101.331,0.306,2.998,12.095,8.559,4.785,971.2587
Cheal-C4,Clean,1131.875,8.5,9.306,2.353,109,102.8,0.315,2.981,12.461,8.928,4.984,971.375
Cheal-C4,Clean,1132.027,8.5,9.386,2.351,111,105.906,0.312,2.995,11.911,8.666,5.046,971.4899
Cheal-C4,Clean,1132.18,8.5,9.522,2.348,111,108.908,0.323,3.012,11.591,8.543,5.09,971.6032
Cheal-C4,Clean,1132.332,8.5,9.57,2.351,111.75,109.827,0.335,3.037,11.859,8.779,5.19,971.7157
Cheal-C4,Clean,1132.484,8.5,9.498,2.333,108.5,110.517,0.367,3.047,12.179,9.073,5.331,971.8282
Cheal-C4,Clean,1132.637,8.5,9.306,2.327,111.75,113.145,0.363,3.057,12.429,9.373,5.627,971.9414
Cheal-C4,Clean,1132.789,8.5,9.21,2.319,111.75,115.051,0.364,3.054,11.422,8.777,5.572,972.0539
Cheal-C4,Clean,1132.942,8.5,9.242,2.336,110.75,119.578,0.359,3.062,11.071,8.568,5.533,972.1671
Cheal-C4,Clean,1133.094,8.5,9.282,2.339,110.751,117.429,0.368,3.062,11.169,8.657,5.598,972.2814
Cheal-C4,Clean,1133.246,8.5,9.282,2.34,110.916,114.023,0.359,3.066,11.319,8.859,5.705,972.397
Cheal-C4,Clean,1133.399,8.5,9.346,2.344,111,116.326,0.344,3.063,11.501,9.045,5.815,972.5132
Cheal-C4,Clean,1133.551,8.5,9.402,2.35,110.084,118.6,0.344,3.053,12.488,9.865,6.312,972.6277
Cheal-C4,Clean,1133.704,8.5,9.378,2.355,110.833,124.028,0.326,3.034,12.999,10.359,6.708,972.741
Cheal-C4,Clean,1133.856,8.5,9.466,2.348,111.75,118.659,0.329,3.028,13.253,10.58,6.993,972.8535
Cheal-C4,Clean,1134.008,8.5,9.554,2.35,111.669,121.48,0.321,3.053,13.164,10.527,7.086,972.9659
Cheal-C4,Clean,1134.161,8.5,9.618,2.351,111.669,122.144,0.338,3.08,12.695,10.121,7.175,973.0792
Cheal-C4,Clean,1134.313,8.5,9.667,2.35,109.25,124.665,0.34,3.081,12.773,10.162,7.402,973.1917
Cheal-C4,Clean,1134.466,8.5,9.691,2.345,108.334,122.944,0.337,3.055,12.732,10.13,7.569,973.3049
Cheal-C4,Clean,1134.618,8.5,9.679,2.351,108.334,117.637,0.304,3.039,12.992,10.364,7.852,973.4197
Cheal-C4,Clean,1134.77,8.5,9.679,2.354,95.251,116.802,0.297,3.041,13.747,10.953,8.335,973.5352
Cheal-C4,Clean,1134.923,8.5,9.731,2.366,88.346,113.398,0.3,3.072,13.373,10.684,8.035,973.6515
Cheal-C4,Clean,1135.075,8.5,9.667,2.362,81.072,113.709,0.319,3.096,13.037,10.49,7.838,973.7655
Cheal-C4,Clean,1135.228,8.5,9.618,2.373,93.498,110.043,0.292,3.113,15.424,12.414,9.13,973.8787
Cheal-C4,Clean,1135.38,8.5,9.602,2.36,101.834,109.315,0.266,3.095,14.865,12.104,9.068,973.9912
Cheal-C4,Clean,1135.532,8.5,9.57,2.356,106.875,111.197,0.281,3.07,14.287,11.573,8.595,974.1037
Cheal-C4,Clean,1135.685,8.5,9.626,2.342,108.25,112.514,0.303,3.036,13.418,10.953,8.11,974.2169
Cheal-C4,Clean,1135.837,8.5,9.667,2.342,108.25,113.884,0.347,3.011,13.483,11.088,8.334,974.3294
Cheal-C4,Clean,1135.99,8.5,9.703,2.346,111,116.911,0.342,3.001,13.395,11.006,8.359,974.4426
Cheal-C4,Clean,1136.142,8.5,9.795,2.35,96.784,120.569,0.361,3.017,13.144,10.814,8.525,974.5579
Cheal-C4,Clean,1136.294,8.5,9.851,2.346,102.022,118.07,0.344,3.028,13.102,10.807,9.006,974.6735
Cheal-C4,Clean,1136.447,8.5,10.268,2.336,96.749,116.555,0.347,3.014,13.389,11.117,9.507,974.7897
Cheal-C4,Clean,1136.599,8.5,10.641,2.327,99.913,119.513,0.326,2.981,13.139,11.085,9.652,974.9033
Cheal-C4,Clean,1136.752,8.5,9.867,2.326,97.487,124.113,0.344,2.958,12.711,10.778,9.929,975.0165
Cheal-C4,Clean,1136.904,8.5,9.723,2.328,99,125.329,0.344,2.956,12.918,10.781,10.504,975.129
Cheal-C4,Clean,1137.056,8.5,9.763,2.327,108.831,119.7,0.339,2.963,13.308,11.105,10.007,975.2415
Cheal-C4,Clean,1137.209,8.5,9.819,2.322,95.916,116.123,0.333,2.971,13.774,11.508,9.807,975.3547
Cheal-C4,Clean,1137.361,8.5,9.883,2.322,91.416,113.647,0.336,2.988,14.4,11.97,10.185,975.4672
Cheal-C4,Clean,1137.514,8.5,9.923,2.328,96.249,117.557,0.342,3,13.001,10.771,9.393,975.5806
Cheal-C4,Clean,1137.666,8.5,9.907,2.331,104,116.967,0.337,2.993,12.34,10.205,9.012,975.6962
Cheal-C4,Clean,1137.818,8.5,9.883,2.326,104.251,115.415,0.339,2.967,13.651,11.255,9.999,975.8117
Cheal-C4,Clean,1137.971,8.5,9.923,2.318,103.501,114.871,0.336,2.942,13.466,11.012,9.66,975.928
Cheal-C4,Clean,1138.123,8.5,9.811,2.316,111.581,113.209,0.333,2.939,13.151,10.727,9.501,976.041
Cheal-C4,Clean,1138.276,8.5,9.859,2.313,110,116.905,0.323,2.968,13.273,10.775,9.609,976.1542
Cheal-C4,Clean,1138.428,8.5,9.795,2.319,111.75,116.974,0.328,3.034,14.008,11.312,9.748,976.2667
Cheal-C4,Clean,1138.58,8.5,9.683,2.331,111.75,120.161,0.314,3.095,14.271,11.441,9.583,976.3792
Cheal-C4,Clean,1138.733,8.5,9.683,2.345,109,119.831,0.338,3.116,14.264,11.422,9.443,976.4924
Cheal-C4,Clean,1138.885,8.5,9.618,2.356,110,119.53,0.338,3.098,14.17,11.266,8.942,976.6049
Cheal-C4,Clean,1139.038,8.5,9.634,2.369,110,118.533,0.345,3.068,15.779,12.34,8.726,976.7181
Cheal-C4,Clean,1139.19,8.5,9.691,2.383,109.25,116.857,0.339,3.04,15.809,12.092,7.731,976.8306
Cheal-C4,Clean,1139.342,8.5,9.667,2.389,107.5,115.245,0.335,3.014,15.747,11.971,7.423,976.9431
Cheal-C4,Clean,1139.495,8.5,9.803,2.391,105.916,113.343,0.311,3.004,15.655,11.622,6.703,977.0563
Cheal-C4,Clean,1139.647,8.5,9.57,2.384,105,110.771,0.292,3.019,14.798,10.907,6.117,977.1717
Cheal-C4,Clean,1139.8,8.5,9.558,2.378,106,112.619,0.302,3.017,13.878,10.299,5.708,977.288
Cheal-C4,Clean,1139.952,8.5,9.434,2.371,105.75,111.238,0.317,2.987,13.546,10.095,5.352,977.4035
Cheal-C4,Clean,1140.104,8.5,9.29,2.366,104.25,110.364,0.307,2.927,13.494,10.053,5.087,977.517
Cheal-C4,Clean,1140.257,8.5,9.266,2.36,101.666,105.162,0.289,2.876,13.467,10.017,4.717,977.6302
Cheal-C4,Clean,1140.409,8.5,9.282,2.353,102.334,104.643,0.286,2.858,14.183,10.472,4.579,977.7427
Cheal-C4,Clean,1140.562,8.5,9.298,2.355,102,109.709,0.275,2.878,14.569,10.689,4.589,977.8559
Cheal-C4,Clean,1140.714,8.5,9.306,2.359,105,110.214,0.274,2.918,14.421,10.495,4.542,977.9684
Cheal-C4,Clean,1140.866,8.5,9.306,2.368,104.25,108.92,0.265,2.935,14.612,10.504,4.554,978.0808
Cheal-C4,Clean,1141.019,8.5,9.266,2.371,101,105.1,0.3,2.913,14.819,10.576,4.695,978.1945
Cheal-C4,Clean,1141.171,8.5,9.222,2.374,87.5,107.843,0.28,2.876,15.327,10.867,4.781,978.3099
Cheal-C4,Clean,1141.324,8.5,9.27,2.36,86.75,110.559,0.279,2.853,16.172,11.389,5.02,978.4262
Cheal-C4,Clean,1141.476,8.5,9.318,2.354,93.5,110.011,0.279,2.873,15.303,10.741,4.843,978.5417
Cheal-C4,Clean,1141.628,8.5,9.354,2.356,101,115.117,0.298,2.91,15.34,10.73,4.908,978.6547
Cheal-C4,Clean,1141.781,8.5,9.306,2.37,104.25,114.784,0.312,2.956,15.932,11.111,5.113,978.7679
Cheal-C4,Clean,1141.933,8.5,9.306,2.375,103.751,114.218,0.302,2.98,15.32,10.744,5.031,978.8804
Cheal-C4,Clean,1142.086,8.5,9.366,2.368,100.75,109.897,0.301,2.989,15.645,10.992,5.078,978.9937
Cheal-C4,Clean,1142.238,8.5,9.438,2.359,99.163,111.771,0.296,2.99,16.567,11.66,5.277,979.1061
Cheal-C4,Clean,1142.39,8.5,9.426,2.353,102.75,113.704,0.293,2.99,15.922,11.318,5.106,979.2186
Cheal-C4,Clean,1142.543,8.5,9.402,2.351,104.084,115.483,0.271,2.971,15.251,10.943,4.975,979.3326
Cheal-C4,Clean,1142.695,8.5,9.234,2.355,103.25,114.156,0.277,2.944,14.894,10.727,4.897,979.4482
Cheal-C4,Clean,1142.848,8.5,9.298,2.358,104.25,110.573,0.279,2.932,14.646,10.656,4.888,979.5645
Cheal-C4,Clean,1143,8.5,9.498,2.366,104.25,109.244,0.303,2.945,14.94,10.899,4.858,979.68
Cheal-C4,Clean,1143.152,8.5,9.57,2.371,104.25,107.549,0.296,2.956,15.125,11.066,4.914,979.7925
Cheal-C4,Clean,1143.305,8.5,9.514,2.373,105,112.464,0.301,2.941,14.999,11.044,5.044,979.9057
Cheal-C4,Clean,1143.457,8.5,9.426,2.373,105.75,116.289,0.303,2.924,14.902,11.002,5.124,980.0182
Cheal-C4,Clean,1143.61,8.5,9.45,2.369,106.666,121.485,0.321,2.924,14.888,11.082,5.536,980.1314
Cheal-C4,Clean,1143.762,8.5,9.538,2.366,107.584,121.91,0.336,2.954,15.922,11.898,6.262,980.2438
Cheal-C4,Clean,1143.914,8.5,9.63,2.367,107.5,117.989,0.327,2.99,16.285,12.208,6.523,980.3563
Cheal-C4,Clean,1144.067,8.5,9.642,2.366,106.5,119.117,0.321,3.014,16.719,12.664,7.145,980.4709
Cheal-C4,Clean,1144.219,8.5,9.675,2.362,107.5,119.043,0.312,3.027,16.657,12.673,7.371,980.5864
Cheal-C4,Clean,1144.372,8.5,9.723,2.352,109.25,118.747,0.307,3.037,16.632,12.672,7.445,980.7027
Cheal-C4,Clean,1144.524,8.5,9.723,2.351,108.416,116.687,0.301,3.049,16.457,12.64,7.746,980.8177
Cheal-C4,Clean,1144.676,8.5,9.727,2.357,107.416,120.46,0.299,3.05,16.196,12.552,8.095,980.9302
Cheal-C4,Clean,1144.829,8.5,9.787,2.36,108.25,125.535,0.313,3.039,15.88,12.375,8.189,981.0435
Cheal-C4,Clean,1144.981,8.5,9.771,2.36,106.581,125.795,0.312,3.028,15.96,12.495,8.289,981.1559
Cheal-C4,Clean,1145.134,8.5,9.859,2.355,106.666,126.828,0.31,3.017,15.676,12.345,8.46,981.2692
Cheal-C4,Clean,1145.286,8.5,9.907,2.347,108.251,124.927,0.304,3.007,15.765,12.432,8.606,981.3816
Cheal-C4,Clean,1145.438,8.5,10.003,2.339,106.663,125.802,0.314,2.997,15.68,12.402,8.641,981.4941
Cheal-C4,Clean,1145.591,8.5,9.979,2.345,107.416,121.064,0.333,2.992,15.73,12.448,8.587,981.6073
Cheal-C4,Clean,1145.743,8.5,9.847,2.354,105.001,120.778,0.337,2.984,15.616,12.352,8.64,981.7198
Cheal-C4,Clean,1145.896,8.5,9.859,2.357,104.999,122.008,0.325,2.979,15.263,12.094,8.469,981.833
Cheal-C4,Clean,1146.048,8.5,9.987,2.354,103.416,125.306,0.305,2.979,15.011,11.895,8.306,981.9465
Cheal-C4,Clean,1146.2,8.5,9.931,2.348,104.75,125.637,0.303,2.982,15.3,12.124,8.327,982.062
Cheal-C4,Clean,1146.353,8.5,9.987,2.344,104.919,123.864,0.315,2.963,15.81,12.52,8.461,982.1783
Cheal-C4,Clean,1146.505,8.5,9.919,2.337,104.25,122.816,0.309,2.952,16.157,12.767,8.463,982.2937
Cheal-C4,Clean,1146.658,8.5,9.827,2.338,105,123.706,0.291,2.951,15.54,12.325,8.171,982.4069
Cheal-C4,Clean,1146.81,8.5,9.803,2.346,106.75,122.532,0.295,2.985,15.601,12.313,8.14,982.5193
Cheal-C4,Clean,1146.962,8.5,9.939,2.349,107.5,122.691,0.309,2.987,15.59,12.274,8.026,982.6318
Cheal-C4,Clean,1147.115,8.5,10.099,2.353,107.5,124.655,0.329,2.982,15.182,11.925,7.76,982.7451
Cheal-C4,Clean,1147.267,8.5,9.771,2.357,105.459,120.759,0.309,2.963,14.388,11.213,7.607,982.8576
Cheal-C4,Clean,1147.42,8.5,10.075,2.369,106.834,124.256,0.323,2.971,14.868,11.537,7.943,982.9708
Cheal-C4,Clean,1147.572,8.5,10.099,2.367,107.791,119.627,0.318,2.978,14.977,11.594,7.869,983.0847
Cheal-C4,Clean,1147.724,8.5,9.835,2.359,108.5,124.224,0.346,2.972,15.37,11.862,8.026,983.2003
Cheal-C4,Clean,1147.877,8.5,9.715,2.351,108.5,121.492,0.353,2.967,16.066,12.341,8.25,983.3165
Cheal-C4,Clean,1148.029,8.5,9.594,2.359,107,127.356,0.337,2.993,16.131,12.32,8.022,983.4315
Cheal-C4,Clean,1148.182,8.5,9.474,2.363,105.834,127.038,0.326,3.037,16.117,12.235,7.772,983.5447
Cheal-C4,Clean,1148.334,8.5,9.458,2.364,105.75,124.473,0.31,3.064,16.651,12.529,7.844,983.6572
Cheal-C4,Clean,1148.486,8.5,9.414,2.353,105.826,117.053,0.33,3.041,16.283,12.149,7.535,983.7697
Cheal-C4,Clean,1148.639,8.5,9.41,2.345,106.5,118.035,0.328,3.012,15.739,11.689,7.256,983.8829
Cheal-C4,Clean,1148.791,8.5,9.458,2.343,106.584,122.637,0.324,3,14.798,11.01,6.968,983.9954
Cheal-C4,Clean,1148.944,8.5,9.474,2.352,107.416,123.195,0.335,3.027,14.966,10.991,6.745,984.1086
Cheal-C4,Clean,1149.096,8.5,9.466,2.358,107.5,118.674,0.335,3.059,15.016,10.936,6.605,984.223
Cheal-C4,Clean,1149.248,8.5,9.418,2.367,106.75,115.495,0.339,3.068,15.122,10.931,6.548,984.3385
Cheal-C4,Clean,1149.401,8.5,9.466,2.368,108.416,115.939,0.32,3.058,15.273,10.913,6.409,984.4548
Cheal-C4,Clean,1149.553,8.5,9.378,2.371,106.75,116.358,0.306,3.067,15.228,10.747,6.254,984.5693
Cheal-C4,Clean,1149.706,8.5,9.33,2.373,104,117.193,0.295,3.103,15.4,10.814,6.179,984.6825
Cheal-C4,Clean,1149.858,8.5,9.234,2.388,95.5,117.101,0.291,3.157,15.638,10.933,5.995,984.7949
Cheal-C4,Clean,1150.01,8.5,9.145,2.438,85.842,117.325,0.302,3.205,14.879,10.367,5.559,984.9074
Cheal-C4,Clean,1150.163,8.5,9.065,2.49,84.505,114.732,0.273,3.23,17.306,12.008,6.221,985.0206
Cheal-C4,Clean,1150.315,8.5,9.009,2.498,90.5,115.645,0.27,3.191,15.959,11.069,5.641,985.1331
Cheal-C4,Clean,1150.468,8.5,8.957,2.439,105.25,109.202,0.276,3.099,15.255,10.58,5.143,985.2463
Cheal-C4,Clean,1150.62,8.5,8.809,2.365,105.416,108.078,0.31,3.021,16.048,10.975,5.165,985.3612
Cheal-C4,Clean,1150.772,8.5,8.632,2.337,105.829,106.324,0.318,3.01,14.511,9.798,4.555,985.4767
Cheal-C4,Clean,1150.925,8.5,8.608,2.342,107.75,108.959,0.317,3.013,15.153,10.036,4.472,985.593
Cheal-C4,Clean,1151.077,8.5,8.648,2.353,112.5,108.219,0.314,2.985,15.021,9.752,4.134,985.707
Cheal-C4,Clean,1151.23,8.5,8.705,2.331,114.919,106.217,0.303,2.901,15.609,9.965,4.029,985.8203
Cheal-C4,Clean,1151.382,8.5,8.745,2.297,114.25,102.372,0.302,2.82,13.624,8.789,3.485,985.9327
Cheal-C4,Clean,1151.534,8.5,8.68,2.276,112.041,100.483,0.306,2.774,13.604,8.812,3.418,986.0452
Cheal-C4,Clean,1151.687,8.5,8.576,2.281,110,98.101,0.314,2.768,15.301,9.807,3.643,986.1584
Cheal-C4,Clean,1151.839,8.5,8.632,2.296,110.831,98.788,0.307,2.782,16.889,10.644,3.654,986.2709
Cheal-C4,Clean,1151.992,8.5,8.632,2.298,110.001,102.24,0.316,2.795,18.863,11.628,3.752,986.3841
Cheal-C4,Clean,1152.144,8.5,8.656,2.288,111.75,103.609,0.315,2.795,18.691,11.445,3.634,986.4966
Cheal-C4,Clean,1152.296,8.5,8.64,2.287,112.5,102.489,0.338,2.797,18.659,11.297,3.638,986.6091
Cheal-C4,Clean,1152.449,8.5,8.648,2.291,109.916,101.036,0.332,2.794,18.365,10.979,3.657,986.7223
Cheal-C4,Clean,1152.601,8.5,8.705,2.307,109.916,101.082,0.334,2.811,20.111,11.831,3.927,986.8368
Cheal-C4,Clean,1152.754,8.5,8.68,2.302,110,102.606,0.321,2.807,21.576,12.389,3.954,986.9531
Cheal-C4,Clean,1152.906,8.5,8.68,2.272,115,103.522,0.328,2.739,21.673,12.028,3.575,987.0686
Cheal-C4,Clean,1153.058,8.5,8.624,2.245,115,101.775,0.333,2.644,19.68,10.999,3.395,987.1829
Cheal-C4,Clean,1153.211,8.5,8.64,2.231,112.5,101.5,0.331,2.565,19.067,10.802,3.438,987.2961
Cheal-C4,Clean,1153.363,8.5,8.648,2.241,110,95.96,0.335,2.563,19.014,10.826,3.473,987.4086
Cheal-C4,Clean,1153.516,8.5,8.648,2.254,110.75,94.796,0.323,2.62,18.945,10.862,3.457,987.5219
Cheal-C4,Clean,1153.668,8.5,8.68,2.265,111.749,96.337,0.29,2.714,20.168,11.559,3.456,987.6343
Cheal-C4,Clean,1153.82,8.5,8.632,2.271,110.751,101.944,0.283,2.809,21.527,12.418,3.56,987.7468
Cheal-C4,Clean,1153.973,8.5,8.576,2.265,112.584,105.699,0.287,2.816,21.223,12.229,3.37,987.86
Cheal-C4,Clean,1154.125,8.5,8.464,2.258,113.5,102.098,0.319,2.742,21.277,12.126,3.344,987.975
Cheal-C4,Clean,1154.278,8.5,8.432,2.248,115,97.589,0.332,2.631,19.913,11.254,3.273,988.0913
Cheal-C4,Clean,1154.43,8.5,8.456,2.239,114.25,94.85,0.321,2.554,20.365,11.3,3.414,988.2068
Cheal-C4,Clean,1154.582,8.5,8.464,2.243,113.5,95.904,0.324,2.567,20.455,11.25,3.361,988.3207
Cheal-C4,Clean,1154.735,8.5,8.496,2.264,110.75,98.217,0.31,2.615,21.851,11.943,3.492,988.4339
Cheal-C4,Clean,1154.887,8.5,8.512,2.28,112.584,98.055,0.303,2.673,23.289,12.937,3.715,988.5464
Cheal-C4,Clean,1155.04,8.5,8.56,2.281,112.5,100.875,0.303,2.686,23.154,13.118,3.742,988.6596
Cheal-C4,Clean,1155.192,8.5,8.536,2.274,110.916,100.47,0.296,2.691,21.384,12.331,3.53,988.7721
Cheal-C4,Clean,1155.344,8.5,8.512,2.281,111.749,104.238,0.304,2.707,20.429,11.828,3.468,988.8846
Cheal-C4,Clean,1155.497,8.5,8.544,2.285,111.5,101.985,0.303,2.719,20.369,11.634,3.45,988.9978
Cheal-C4,Clean,1155.649,8.5,8.584,2.282,112.5,103.678,0.311,2.699,22.253,12.349,3.671,989.1132
Cheal-C4,Clean,1155.802,8.5,8.608,2.266,113.25,104.353,0.314,2.643,22.56,12.247,3.525,989.2296
Cheal-C4,Clean,1155.954,8.5,8.608,2.26,115,104.353,0.317,2.598,22.304,12.156,3.528,989.345
Cheal-C4,Clean,1156.106,8.5,8.624,2.264,114.249,101.527,0.31,2.584,22.772,12.543,3.479,989.4584
Cheal-C4,Clean,1156.259,8.5,8.56,2.27,111.75,95.668,0.314,2.6,24.563,13.438,3.572,989.5717
Cheal-C4,Clean,1156.411,8.5,8.528,2.265,111.666,92.693,0.32,2.616,25.072,13.681,3.304,989.6841
Cheal-C4,Clean,1156.564,8.5,8.448,2.255,110.834,89.446,0.332,2.639,25.368,14.203,3.203,989.7974
Cheal-C4,Clean,1156.716,8.5,8.464,2.244,111.5,91.097,0.317,2.654,24.793,14.591,3.204,989.9099
Cheal-C4,Clean,1156.868,8.5,8.464,2.236,110,95.98,0.303,2.649,24.648,14.904,3.249,990.0223
Cheal-C4,Clean,1157.021,8.5,8.5,2.239,109.25,101.683,0.314,2.645,24.539,14.997,3.31,990.1356
Cheal-C4,Clean,1157.173,8.5,8.536,2.251,107.5,102.065,0.331,2.678,23.397,14.162,3.574,990.248
Cheal-C4,Clean,1157.326,8.5,8.512,2.267,108.25,98.207,0.331,2.754,22.338,13.508,4.086,990.3612
Cheal-C4,Clean,1157.478,8.5,8.488,2.305,90.25,94.47,0.318,2.873,21.231,12.935,4.38,990.4737
Cheal-C4,Clean,1157.63,8.5,8.488,2.387,79.01,94.356,0.295,3.019,20.856,12.779,4.51,990.5888
Cheal-C4,Clean,1157.783,8.5,8.524,2.473,80.25,91.911,0.268,3.136,26.281,16.24,5.838,990.7051
Cheal-C4,Clean,1157.935,8.5,8.6,2.541,73.829,89.805,0.252,3.221,30.737,19.328,7.369,990.8206
Cheal-C4,Clean,1158.088,8.5,8.592,2.535,68.257,87.035,0.242,3.205,33.457,22.526,10.998,990.9351
Cheal-C4,Clean,1158.24,8.5,8.632,2.491,86,89.094,0.239,3.136,22.544,16.279,8.746,991.0476
Cheal-C4,Clean,1158.392,8.5,8.536,2.418,91.25,93.407,0.248,3.02,20.22,14.627,7.861,991.1601
Cheal-C4,Clean,1158.545,8.5,8.512,2.378,103.75,98.661,0.268,2.941,18.484,13.217,6.901,991.2733
Cheal-C4,Clean,1158.697,8.5,8.464,2.353,106.749,107.223,0.311,2.898,16.04,11.177,5.703,991.3857
Cheal-C4,Clean,1158.85,8.5,8.512,2.332,106.666,112.219,0.33,2.851,14.615,10.233,5.038,991.499
Cheal-C4,Clean,1159.002,8.5,8.608,2.31,106.751,109.244,0.333,2.804,14.37,10.062,4.867,991.6115
Cheal-C4,Clean,1159.154,8.5,8.745,2.33,102.5,106.171,0.307,2.799,14.811,10.467,4.62,991.7271
Cheal-C4,Clean,1159.307,8.5,8.705,2.353,100.827,100.833,0.302,2.831,18.699,13.274,5.168,991.8433
Cheal-C4,Clean,1159.459,8.5,8.632,2.357,107.5,102.361,0.295,2.874,18.655,13.174,4.995,991.9588
Cheal-C4,Clean,1159.612,8.5,8.632,2.335,110.75,103.161,0.314,2.867,17.177,11.851,4.27,992.0729
Cheal-C4,Clean,1159.764,8.5,8.584,2.328,110.75,108.548,0.317,2.85,17.863,11.884,4.448,992.1854
Cheal-C4,Clean,1159.916,8.5,8.64,2.328,109.916,113.035,0.325,2.821,18.075,11.895,4.639,992.2979
Cheal-C4,Clean,1160.069,8.5,8.68,2.324,110.75,112.314,0.326,2.824,18.314,11.905,4.536,992.4111
Cheal-C4,Clean,1160.221,8.5,8.761,2.306,115.25,111.896,0.338,2.816,17.714,11.296,4.104,992.5235
Cheal-C4,Clean,1160.374,8.5,8.825,2.288,111.5,109.771,0.344,2.807,18.267,11.412,3.996,992.6367
Cheal-C4,Clean,1160.526,8.5,8.777,2.266,112.5,112.377,0.36,2.768,19.413,12.029,4.1,992.7498
Cheal-C4,Clean,1160.678,8.5,8.761,2.247,112.501,106.31,0.342,2.692,19.986,12.29,4.125,992.8652
Cheal-C4,Clean,1160.831,8.5,8.632,2.244,111,103.459,0.34,2.639,18.184,11.075,3.85,992.9816
Cheal-C4,Clean,1160.983,8.5,8.552,2.266,110,98.828,0.331,2.645,18.871,11.325,4.093,993.097
Cheal-C4,Clean,1161.136,8.5,8.512,2.29,107.75,98.207,0.315,2.721,20.34,12.242,4.448,993.2106
Cheal-C4,Clean,1161.288,8.5,8.584,2.302,105.916,100.786,0.292,2.764,20.888,12.515,4.403,993.3231
Cheal-C4,Clean,1161.44,8.5,8.632,2.293,106.666,103.962,0.309,2.746,21.533,12.844,4.408,993.4356
Cheal-C4,Clean,1161.593,8.5,8.656,2.272,112.584,106.47,0.337,2.672,23.175,13.478,4.488,993.5488
Cheal-C4,Clean,1161.745,8.5,8.576,2.241,111.584,104.062,0.335,2.613,23.637,13.051,4.117,993.6613
Cheal-C4,Clean,1161.898,8.5,8.568,2.22,113.125,101.175,0.312,2.572,22.539,12.342,3.887,993.7745
Cheal-C4,Clean,1162.05,8.5,8.592,2.219,115,97.966,0.308,2.577,22.314,12.222,3.995,993.887
Cheal-C4,Clean,1162.202,8.5,8.608,2.228,112.5,93.232,0.315,2.571,21.389,11.86,3.908,993.9995
Cheal-C4,Clean,1162.355,8.5,8.608,2.243,110,91.861,0.309,2.598,20.425,11.546,3.756,994.1127
Cheal-C4,Clean,1162.507,8.5,8.592,2.267,109.166,93.368,0.293,2.659,19.926,11.576,3.585,994.2253
Cheal-C4,Clean,1162.66,8.5,8.592,2.293,109.75,97.364,0.285,2.743,20.971,12.504,3.701,994.3416
Cheal-C4,Clean,1162.812,8.5,8.616,2.302,109.249,101.462,0.307,2.805,21.041,12.773,3.668,994.4571
Cheal-C4,Clean,1162.964,8.5,8.624,2.295,111.584,105.757,0.325,2.82,19.774,12.018,3.43,994.5726
Cheal-C4,Clean,1163.117,8.5,8.576,2.292,110.75,109.88,0.312,2.8,19.43,11.672,3.52,994.6866
Cheal-C4,Clean,1163.269,8.5,8.584,2.291,112.25,108.89,0.305,2.769,20.146,11.933,3.939,994.799
Cheal-C4,Clean,1163.422,8.5,8.584,2.286,110.75,105.58,0.31,2.721,21.191,12.409,4.202,994.9122
Cheal-C4,Clean,1163.574,8.5,8.64,2.271,111.75,102.738,0.331,2.68,20.58,11.923,4.031,995.0247
Cheal-C4,Clean,1163.726,8.5,8.705,2.261,112.5,100.833,0.345,2.648,21.154,12.142,3.852,995.1372
Cheal-C4,Clean,1163.879,8.5,8.608,2.25,109.21,99.859,0.336,2.613,22.744,12.825,3.693,995.2505
